"Article","Web Description","DQ Score"
"451717","Comfort Intense Perfume Pearls Fuchsia Passion275g",0.775
"451718","Comfort Intense Perfume Pearls Fresh Sky 275g",0.8625
"453863","Comfort Intense Flora 38 Washes",0.775
"453865","Comfort Intense Fabric Conditioner Tropical Punch64 Washes",0.8625
"454162","Comfort Fragrance Burst Luxurious 275g",0.95
"454083","Dylon Brilliant Black Sheets 10pk",0.8625
"432515","Lenor Unstoppables Spring 275g",0.95
"450762","Lenor Premium Peony Fabric Conditioner 1.8L",0.775
"450763","Lenor Deep Sea Minerals Fabric Conditioner875ml",0.95
"450764","Lenor Silk Tree Blossom Fabric Conditioner875ml",0.95
"450765","Lenor Shea Butter Fabric Conditioner875ml",0.95
"454182","Lenor Fabric Conditioner 925mlWild Flower Bloom",0.95
"454164","Persil Bio Capsules 38 Washes",0.8625
"454165","Persil Caps Colour 38 Washes",0.8625
"454168","Persil Non Bio Capsules 38 Washes",0.8625
