"Article","Web Description","Brand","Type","Pack Qty","DQ Score"
"412118","Wilko Wild Bird Mealworm 90g","Wilko","Dried Mealworm","1",1
"412120","Wilko Wild Bird Mealworm 500g","Wilko","Dried Mealworm","1",1
"412123","Wilko Wild Bird Insect Medley 90g","Wilko","Dried Mealworm","1",1
