"Article","Web Description","Brand","Type","Colour","Pack Qty","Washable","Size","Material","DQ Score"
"307660","Wilko Bath Towel Beige","Wilko","Bath Towels","Brown","1","Washable","70x127cm","100% Cotton",1
"307670","Wilko Bath Towel Black","Wilko","Bath Towels","Black","1","Washable","70x127cm","100% Cotton",1
"315312","Wilko Bath Towel Soft Cream","Wilko","Bath Towels","Cream","1","Washable","70x127cm","100% Cotton",1
"307673","Wilko Best Bath Towel Plum","Wilko Best","Bath Towels","Purple","1","Washable","70x127cm","100% Cotton",1
"307674","Wilko Best Bath Towel Charcoal","Wilko Best","Bath Towels","Black","1","Washable","70x127cm","100% Cotton",1
"325644","Wilko Best Bath Towel Cream","Wilko Best","Bath Towels","Cream","1","Washable","70x127cm","100% Cotton",1
"307658","Wilko Functional Bath Towel White","Wilko Functional","Bath Towels","White","1","Washable","68x110cm","100% Cotton",1
