"Article","Web Description","Brand","Type","Colour","Pack Qty","Washable","Size","Material","DQ Score"
"307659","Wilko Bath Towel White","Wilko","Bath Towels","White",NA,"Washable","70x127cm","100% Cotton",0.95
"307663","Wilko Bath Towel Aqua Blue","Wilko","Bath Towels","Blue",NA,"Washable","70x127cm","100% Cotton",0.95
"307664","Wilko Bath Towel Deep Blue","Wilko","Bath Towels","Blue",NA,"Washable","70x127cm","100% Cotton",0.95
"307669","Wilko Bath Towel Charcoal","Wilko","Bath Towels","Black",NA,"Washable","70x127cm","100% Cotton",0.95
"319303","Wilko Bath Towel Hessian","Wilko","Bath Towels","Brown",NA,"Washable","70x127cm","100% Cotton",0.95
"324811","Wilko Bath Towel Navy","Wilko","Bath Towels","Blue",NA,"Washable","70x127cm","100% Cotton",0.95
"325598","Wilko Bath Towel Olive","Wilko","Bath Towels","Green",NA,"Washable","70x127cm","100% Cotton",0.95
"325624","Wilko Bath Towel Purple","Wilko","Bath Towels","Purple",NA,"Washable","70x127cm","100% Cotton",0.95
"412086","Wilko Bath Towel Heather","Wilko","Bath Towels",NA,"1",NA,NA,"100% Cotton",0.85
"412111","Wilko Bath Towel Dark Teal","Wilko","Bath Towels","Green","1",NA,NA,"100% Cotton",0.9
"412124","Wilko Bath Towel Coastal Blue","Wilko","Bath Towels","Blue","1",NA,NA,"100% Cotton",0.9
"423344","Wilko Bath Towel Fennel","Wilko","Bath Towels",NA,"1",NA,NA,NA,0.8
"423350","Wilko Bath Towel Hot Pink","Wilko","Bath Towels",NA,"1",NA,NA,NA,0.8
"307671","Wilko Best Bath Towel Beige","Wilko Best","Bath Towels","Brown",NA,"Washable","70x127cm","100% Cotton",0.95
