"Article","Web Description","Brand","Capacity","Type","Colour","Pack Qty","Size","Material","DQ Score"
"423837","Wilko Fabric Storage Box Black","Wilko",NA,"Storage Box",NA,NA,NA,NA,0.75
"423838","Wilko Fabric Storage Box Cream","Wilko",NA,"Storage Box",NA,NA,NA,NA,0.75
"430534","Wilko Weave Storage Box Charcoal 30 x 30cm","Wilko",NA,"Storage Cube",NA,"1","30cm x 30cm x 30cm","Polypropylene, Card",0.9
"430535","Wilko Weave Storage Box Cream 30 x 30cm","Wilko",NA,"Storage Cube",NA,"1","30cm x 30cm x 30cm","Polypropylene, Card",0.9
"430536","Wilko Weave Storage Box Stone 30 x 30cm","Wilko",NA,"Storage Cube",NA,"1","30cm x 30cm x 30cm","Polypropylene, Card",0.9
"430537","Wilko Fabric Storage Box Stone 30 x 30cm","Wilko",NA,"Storage Cube",NA,"1","30cm x 30cm x 30cm","Polypropylene, Card",0.9
