"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"327638","Wilko Silver Mosaic Soak Word Plaque","Wilko","Bathroom Ornament","Silver","1","Single",1
"451436","Wilko Rope Lantern","Wilko","Bathroom Ornament","Clear","1","25cm x 15.5 cm",1
"451437","Wilko Shell Jar","Wilko","Bathroom Ornament","Clear","1","21cm x 10cm",1
