"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"430701","Shopkins Lockable Diary","Shopkins","Diary","1","15.3 X 11.4 X 1.7",1
"430702","Shopkins Notebook A7 with Pencil","Shopkins","Notebooks","1","A7",1
