"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"316142","Wilko Shot Glasses 6pk","Wilko","Shot Glasses","6pk","Small",1
"230341","Wilko Functional Wine Glasses 4pk","Wilko Functional","Wine Glasses","1","4 Pack",1
"239391","Wilko Functional Hi-ball Glasses 4pk","Wilko Functional","Tumblers","1","4 Pack",1
