"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"436127","Collection Eyes Uncovered Eye Palettes 6g","Collection 2000","Eye Shadow",NA,"1","6g",0.88
"436130","Collection Fast Stroke Defining Mascara 9ml","Collection 2000","Mascara",NA,"1","9ml",0.88
"436131","Collection Fast Stroke Defining Mascara 9ml","Collection 2000","Mascara",NA,"1","9ml",0.88
"436132","Collection Fast Stroke Defining Mascara 9ml","Collection 2000","Mascara",NA,"1","9ml",0.88
"436133","Collection Fast Stroke Defining Mascara 9ml","Collection 2000","Mascara",NA,"1","9ml",0.88
"436134","Collection Fast Stroke Defining Mascara 9ml","Collection 2000","Mascara",NA,"1","9ml",0.88
"440540","Collection Illuminating Touch Under Eye Brightener","Collection 2000","Concealer",NA,"1",NA,0.81
"440541","Collection Supersize Mascara Black","Collection 2000","Mascara",NA,"1",NA,0.81
"440542","Collection Supersize Mascara Brown/Black","Collection 2000","Mascara",NA,"1",NA,0.81
"440543","Collection Supersize Mascara Ultra Black","Collection 2000","Mascara",NA,"1",NA,0.81
"454009","Collection Volumax Maximum Volume Mascara andLengthening Lash Primer Ultra Black","Collection 2000","Mascara",NA,"1","12ml",0.88
"454010","Collection Volumax Maximum Volume Mascara andLengthening Lash Primer Black","Collection 2000","Mascara",NA,"1","12ml",0.88
"454011","Collection Volumax Maximum Volume Mascara andLiquid Eyeline Primer Ultra Black","Collection 2000","Mascara",NA,"1","10ml",0.88
"454012","Collection Volumax Maximum Volume  Mascara andLiquid Eyeline Primer Ultra Black Waterproof","Collection 2000","Mascara",NA,"1","10ml",0.88
"454297","Collection Volumax Maximum Volume Mascara andLengthing Lash Primer Ultra Black Waterproof","Collection 2000","Mascara",NA,"1","12ml",0.88
"434078","Essence I Love Colour Intensifying Eyeshadow Base","Essence","Eye Shadow",NA,"1","4ml",0.93
"453531","Essence Volume Stylist 18h Curl and HoldMascara Black","Essence","Mascara",NA,"1","12ml",0.88
"453532","Essence Volume Stylist 18hr Lash Extension Mascara","Essence","Mascara",NA,"1","12ml",0.88
"453533","Essence Eye and Face Palette Glow For It 01","Essence","Eye Palette",NA,"1","8g",0.93
