"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Material","DQ Score"
"455049","British General Double Socket 4 Gang USB White 4.2amp","British General","USB Socket",NA,"1",NA,"Plastic, Metal",0.883333333333333
"455050","British General Double Socket USB Brushed Steel 4.2amp","British General","USB Socket",NA,"1",NA,"Plastic, Metal",0.883333333333333
"455051","British General Double Socket USB Chrome 4.2amp","British General","USB Socket",NA,"1",NA,"Plastic, Metal",0.883333333333333
"455052","British General Double Socket USB Black Nickel 4.2amp","British General","USB Socket",NA,"1",NA,"Plastic, Metal",0.883333333333333
"455031","Masterplug Outdoor Socket 1 Gang Switched IP66","Masterplug","Outdoor Socket",NA,"1","12 x 9 x 16cm","Plastic, Metal",0.941666666666667
"455032","Masterplug Outdoor Socket 2 Gang Switched IP66","Masterplug","Outdoor Socket",NA,"1","18 x 6 x 16cm","Plastic, Metal",0.941666666666667
"455033","Masterplug Weatherproof Switch 1 Gang IP66","Masterplug","Waterproof Switch",NA,"1","10 x 7 x 10cm","Plastic, Metal",0.941666666666667
"455045","Masterplug Outdoor Socket Kit 2 Gang","Masterplug","Outdoor Socket",NA,"1",NA,"Plastic, Metal",0.883333333333333
"116466","Wilko Light Switch 2 Way 1 Gang","Wilko","Light Switches","White",NA,"2 Way, 1 Gang","Plastic",0.941666666666667
"116471","Wilko Light Switch 2 Way 2 Gang","Wilko","Light Switches","White",NA,"2 Way, 2 Gang","Plastic",0.941666666666667
"116479","Wilko 2 Gang Socket Switch 13amp","Wilko","Power Sockets","White",NA,"13AMP","Plastic",0.941666666666667
"15349","Wilko Socket Box  1 Gang","Wilko","Socket Boxes","White",NA,"8.5x8.5cm","Plastic",0.941666666666667
"342954","Wilko White Plastic 1G 2 Way Switch","Wilko","Light Switches",NA,"1",NA,NA,0.825
"342955","Wilko White Plastic 2G 2 Way Switch","Wilko","Light Switches",NA,"1",NA,NA,0.825
"342956","Wilko White Plastic 1G 13amp Switch Socket","Wilko","Power Sockets",NA,"1","13AMP",NA,0.883333333333333
"342957","Wilko White Plastic 2G 13amp Switched Socket","Wilko","Power Sockets",NA,NA,"13AMP",NA,0.825
"342959","Wilko Switched Fused Socket","Wilko","Power Sockets",NA,"1",NA,NA,0.825
"342961","Wilko White Plastic 1G Dimmer","Wilko","Dimmer Switches",NA,"1",NA,NA,0.825
"342962","Wilko White Plastic 2G Dimmer","Wilko","Dimmer Switches",NA,"1",NA,NA,0.825
"342963","Wilko Single 2 Way Switch Brushed Stainless Steel","Wilko","Light Switches",NA,"1",NA,NA,0.825
