"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"427755","Wilko Padded Seat Pad Hearts Design","Wilko","Seat Pads",NA,NA,NA,0.79
"427756","Wilko Tea Towels Love Heart Design3pk","Wilko","Tea Towels",NA,NA,NA,0.79
"427758","Wilko Single Oven Mitt Love Heart Design","Wilko","Oven Gloves",NA,NA,NA,0.79
"427759","Wilko Adult Apron Love Heart Design","Wilko","Aprons",NA,NA,NA,0.79
"427797","Wilko Pebble Design Placemats4pk","Wilko","Placemats",NA,NA,NA,0.79
"427798","Wilko Pebble Design Coasters4pk","Wilko","Coasters",NA,NA,NA,0.79
"427941","Wilko PVC Tablecloth Hearts Design132 x 178cm","Wilko","Table Cloths",NA,NA,NA,0.79
"427984","Wilko Wicker Storage Basket with Wooden Heart Detail","Wilko","Storage Basket",NA,"1","H 12.5 x W 25.5 x D 20.5",0.93
"435819","Wilko Tablemats and Coasters Sanctuary RangeSet of 8","Wilko","Placemat Set",NA,"8",NA,0.86
"452448","Wilko Colour Play Dinner Plate Cream","Wilko","Dinner Plate",NA,"1",NA,0.86
"452449","Wilko Colour Play Side Plate Cream","Wilko","Side Plate",NA,"1",NA,0.86
"452450","Wilko Colour Play Bowl Cream","Wilko","Bowls",NA,"1",NA,0.86
"452451","Wilko Colour Play Mug Cream","Wilko","Mugs",NA,"1",NA,0.86
"452452","Wilko Colour Play Dinner Set Cream 12pce","Wilko","Dinner Sets",NA,"12",NA,0.86
"453108","Wilko Domed Kettle Cream","Wilko","Dome Kettles",NA,"1",NA,0.86
"453116","Wilko Dinner Plate Reactive Glazed Taupe","Wilko","Dinner Plate",NA,"1","27cm",0.93
"453117","Wilko Side Plate Reactive Glazed Taupe","Wilko","Side Plate",NA,"1","17.5cm",0.93
"453123","Wilko Bowl Reactive Glazed Taupe","Wilko","Bowls",NA,"1","18cm",0.93
"453124","Wilko Mug Reactive Glaze Taupe","Wilko","mugs",NA,"1",NA,0.86
"453125","Wilko Dinner Set 12pce Reactive Glazed Taupe","Wilko","Dinner Sets",NA,"12 pce",NA,0.86
