"Article","Web Description","Brand","Type","DQ Score"
"407968","Wilko Dinner Plate With Love Kitchen Range","Wilko","Dinner Plate",1
"407969","Wilko Side Plate With Love Kitchen Range","Wilko","Side Plate",1
"407970","Wilko Bowl With Love Kitchen Range","Wilko","Bowls",1
"407971","Wilko Cup and Saucer With Love Kitchen Range","Wilko","Cup and Saucer",1
"407972","Wilko Mug With Love Kitchen Range","Wilko","Mugs",1
"407973","Wilko Tray With Love Kitchen Range Large","Wilko","Trays",1
"407974","Wilko Glass Worktop Saver With Love Kitchen Range","Wilko","Worktop Saver",1
"408250","Wilko Dinner Set With Love Kitchen Range 12 Piece","Wilko","Dinner Sets",1
