"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"428301","Sandtex Ultra Smooth Masonry PaintCornish Cream 2.5L","Sandtex","Smooth Masonry Paint","Cream","1","2.5L",1
"428302","Sandtex Ultra Smooth Masonry PaintMagnolia 2.5L","Sandtex","Smooth Masonry Paint","Cream","1","2.5L",1
"428303","Sandtex Ultra Smooth Masonry PaintPure Brilliant White 2.5L","Sandtex","Smooth Masonry Paint","White","1","2.5L",1
"428304","Sandtex Ultra Smooth Masonry PaintChalk Hill 5L","Sandtex","Smooth Masonry Paint","Cream","1","5L",1
"428306","Sandtex Ultra Smooth Masonry PaintCountry Stone 5L","Sandtex","Smooth Masonry Paint","Cream","1","5L",1
"428307","Sandtex Ultra Smooth Masonry PaintIvory Stone 5L","Sandtex","Smooth Masonry Paint","Cream","1","5L",1
"428308","Sandtex Ultra Smooth Masonry PaintMagnolia 5L","Sandtex","Smooth Masonry Paint","Cream","1","5L",1
"428309","Sandtex Ultra Smooth Masonry PaintMid Stone 5L","Sandtex","Smooth Masonry Paint","Brown","1","5L",1
"428332","Sandtex Ultra Smooth Masonry PaintCornish Cream 5L","Sandtex","Smooth Masonry Paint","Cream","1","5L",1
"428333","Sandtex Ultra Smooth Masonry PaintPure Brilliant White 5L","Sandtex","Smooth Masonry Paint","White","1","5L",1
