"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"352502","Plenty Large Kitchen Roll 100 Sheets","Plenty","Kitchen Towels","1","100 sheets per roll",1
"269950","Regina Blitz Kitchen Towel Single Roll 100 Sheets3 Ply","Regina","Kitchen Towels","1","100 Sheets",1
"282653","Regina XXL Kitchen Roll 2 Rolls 150 Sheets 3 Ply","Regina","Kitchen Towels","2","75 sheets per roll",1
"346991","Regina Blitz Original Kitchen Towel 2 Rolls140 Sheets 3 Ply","Regina","Kitchen Towels","2","70 sheets per roll",1
"307650","Wilko Hand Towel Charcoal","Wilko","Hand Towels","1","50x90cm",1
"307651","Wilko Hand Towel White","Wilko","Hand Towels","1","50x90cm",1
"307660","Wilko Bath Towel Beige","Wilko","Bath Towels","1","70x127cm",1
"307670","Wilko Bath Towel Black","Wilko","Bath Towels","1","70x127cm",1
"307679","Wilko Bath Sheet Black","Wilko","Bath Sheets","1","95x150cm",1
"307680","Wilko Bath Sheet Beige","Wilko","Bath Sheets","1","95x150cm",1
"307692","Wilko Face Cloth Charcoal 2pk","Wilko","Face Cloth","1","30x30cm",1
"307693","Wilko Face Cloth White 2pk","Wilko","Face Cloth","1","30x30cm",1
"307696","Wilko Face Cloth Aqua Blue 2pk","Wilko","Face Cloth","1","30x30cm",1
"307697","Wilko Face Cloth Deep Blue 2pk","Wilko","Face Cloth","1","30x30cm",1
"307710","Wilko Face Cloth Black 2pk","Wilko","Face Cloth","1","30x30cm",1
"307738","Wilko Hand Towel Black","Wilko","Hand Towels","1","50x90cm",1
"307764","Wilko Face Cloth Beige 2pk","Wilko","Face Cloth","1","30x30cm",1
"313419","Wilko Face Cloth Soft Cream 2pk","Wilko","Face Cloth","1","30x30cm",1
"315312","Wilko Bath Towel Soft Cream","Wilko","Bath Towels","1","70x127cm",1
"315544","Wilko Face Cloth Hessian 2pk","Wilko","Face Cloth","1","30x30cm",1
"321449","Wilko Bath Sheet Hessian","Wilko","Bath Sheets","1","95x150cm",1
"324809","Wilko Face Cloth Navy 2pk","Wilko","Face Cloth","1","30x30cm",1
"324810","Wilko Hand Towel Navy","Wilko","Hand Towels","1","50x90cm",1
"324813","Wilko Bath Sheet Navy","Wilko","Bath Sheets","1","95x150cm",1
"324814","Wilko Face Cloth Olive 2pk","Wilko","Face Cloth","1","30x30cm",1
"325600","Wilko Bath Sheet Olive","Wilko","Bath Sheets","1","95x150cm",1
"325622","Wilko Face Cloth Purple 2pk","Wilko","Face Cloth","1","30x30cm",1
"325623","Wilko Hand Towel Purple","Wilko","Hand Towels","1","50x90cm",1
"325628","Wilko Bath Sheet Purple","Wilko","Bath Sheets","1","95x150cm",1
"325904","Wilko Ribbed Bath Mat Deep Blue 50 x 70cm","Wilko","Bath Mats",NA,"50x70cm",1
"325907","Wilko Ribbed Bath Mat White 50 x 70cm","Wilko","Bath Mats",NA,"50x70cm",1
"325908","Wilko Ribbed Bath Mat Purple 50 x 70cm","Wilko","Bath Mats",NA,"50x70cm",1
"335831","Wilko Kitchen Towels White 2 Rolls","Wilko","Kitchen Towels","2pk","2 Pack",1
"335834","Wilko Super Strong Kitchen Towels 2 Rolls120 Sheets 2 Ply","Wilko","Kitchen Towels","2pk","60 sheets per roll",1
"351813","Wilko Kitchen Towel White 6 Rolls 50 Sheets 2 Ply","Wilko","Kitchen Towels","6","50 sheets per roll",1
"412428","Wilko Household Roll Blue Single Roll200 Sheets","Wilko","Kitchen Towels","1","200 sheets",1
"307646","Wilko Best Face Cloth White","Wilko Best","Face Cloth","1","30x30cm",1
"307647","Wilko Best Face Cloth Charcoal","Wilko Best","Face Cloth","1","30x30cm",1
"307648","Wilko Best Face Cloth Beige","Wilko Best","Face Cloth","1","30x30cm",1
"307649","Wilko Best Face Cloth Plum","Wilko Best","Face Cloth","1","30x30cm",1
"307656","Wilko Best Hand Towel Plum","Wilko Best","Hand Towels","1","50x90cm",1
"307657","Wilko Best Hand Towel Charcoal","Wilko Best","Hand Towels","1","50x90cm",1
"307672","Wilko Best Bath Towel White","Wilko Best","Bath Towels","1","70x127cm",1
"307673","Wilko Best Bath Towel Plum","Wilko Best","Bath Towels","1","70x127cm",1
"307674","Wilko Best Bath Towel Charcoal","Wilko Best","Bath Towels","1","70x127cm",1
"307689","Wilko Best Bath Sheet Plum","Wilko Best","Bath Sheets","1","100x150cm",1
