"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"317724","Wilko Tea Towels Red White Black 3pk","Wilko","Tea Towels","Multi","1","3 Pack",1
"317730","Wilko Colourplay Oven Glove Black","Wilko","Oven Gloves","Black","1","90 cm x 18 cm",1
"319062","Wilko Tea Towels Black and White5pk","Wilko","Tea Towels","Black","1","5 Pack",1
"319063","Wilko Tea Towels Green and White5pk","Wilko","Tea Towels","Green","1","5 Pack",1
"319200","Wilko Glass Cloths Black and White2pk","Wilko","Tea Towels","Black","1","2 Pack",1
"319327","Wilko Tea Towels Red and White5pk","Wilko","Tea Towels","Red","1","5 Pack",1
"427276","Wilko Tea Towels White and Natural2pk","Wilko","Tea Towels","Multi","2","2 pk",1
"445598","Wilko Apron Oriental Blossom","Wilko","Aprons",NA,NA,NA,1
"445599","Wilko Oven Glove Double Oriental Blossom","Wilko","Oven Gloves",NA,NA,NA,1
"445600","Wilko Oven Glove Single Mitt Oriental Blossom","Wilko","Oven Gloves",NA,NA,NA,1
"445601","Wilko Tea Towel Oriental Blossom 3 Pack","Wilko","Tea Towels",NA,NA,NA,1
"445602","Wilko Apron Blue Check","Wilko","Aprons","Multi","1","61x84",1
"445603","Wilko Oven Glove Double Blue Check","Wilko","Oven Gloves","Multi","1","17x90",1
"445604","Wilko Oven Glove Single Mitt Blue Check","Wilko","Oven Gloves","Multi","1","15x34",1
"445605","Wilko Tea Towel Blue Check 3 Pack","Wilko","Tea Towels",NA,NA,NA,1
