"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"300656","Pyrex Classic Dish 27 x 17cm 1.4Litre","Pyrex","Roaster","1","27x17cm",1
"952540","Pyrex Basin Clear 1L","Pyrex","Bowls","1","1L",1
"956340","Pyrex Jug 0.5L","Pyrex","Jugs","1","500ml",1
"165854","Wilko Rectangular Glass Roaster 33cm","Wilko","Roaster","1","33cm",1
"165855","Wilko Rectangular Glass Roaster 33cm","Wilko","Roaster","1","33cm",1
"228763","Wilko Square Roaster Dish White 24cm","Wilko","Roaster","1","24cm",1
"228794","Wilko Ramekins White 4pk","Wilko","Ramekin","4pk","Small",1
"242808","Wilko Glass Casserole Set 3pcs","Wilko","Casserole","3pcs","Assorted",1
"316157","Wilko Flan Dish 26cm","Wilko","Flan Dish","1","26cm",1
"316158","Wilko Glass Pie Dish","Wilko","Pie Dish","1","25cm",1
"328665","Wilko Roaster White Small","Wilko","Roaster","1","Small",1
"328666","Wilko Roaster White Large","Wilko","Roaster","1","Large",1
