"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Material","DQ Score"
"435416","Rawlplug Multi Purpose Plug Grey48pk","Rawlplug","Rawlplug",NA,"48",NA,"Plastic",0.883333333333333
"435417","Rawlplug Plasterboard 7 x 35mm Grey10pk","Rawlplug","Rawlplug",NA,"40","7mm","Plastic",0.941666666666667
"435418","Rawlplug Self Drive Fixing Nylon 4. 5 x 30mm6pk","Rawlplug","Rawlplug",NA,"6","4.5 x 30mm","Steel and Nylon",0.941666666666667
"435419","Rawlplug Self Drive Fixing Metal 4. 5 x 35mm6pk","Rawlplug","Rawlplug",NA,"6","4.5 x 30mm","Steel",0.941666666666667
"435420","Rawlplug Polytoggle Fixing 10 x 35mm5pk","Rawlplug","Rawlplug",NA,"5pk","10 x 35mm","Steel and Plastic",0.941666666666667
"435421","Rawlplug Interset for Hollow Walls M4 x 38mm6pk","Rawlplug","Rawlplug",NA,"6","4 x 38mm","Steel",0.941666666666667
"435423","Rawlplug Spring Toggle Fixing M5 x 50mm6pk","Rawlplug","Fixings",NA,"6","5 x 50mm","Steel",0.941666666666667
"435424","Rawlplug Hammer Fixing Nylon 8 x 80mm10pk","Rawlplug","Fixings",NA,"10","8 x 80mm","Steel and Plastic",0.941666666666667
"435425","Rawlplug Hammer Fixing Nylon 8 x 100mm10pk","Rawlplug","Fixings",NA,"10","8 x 100mm","Steel and Plastic",0.941666666666667
"435426","Rawlplug Frame Fixing Nylon 8 x 80mm6pk","Rawlplug","Fixings",NA,"6","8 x 80mm","Steel and Plastic",0.941666666666667
"435427","Rawlplug Frame Fixing Nylon 10 x 100mm4pk","Rawlplug","Fixings",NA,"4","10 x 100mm","Steel and Plastic",0.941666666666667
"435434","Rawlplug Assorted Fixings Assorted Sizes300pk","Rawlplug","Fixings",NA,"300",NA,"Plastic",0.883333333333333
"437123","Rawlplug Universal Fixing Assorted Sizes144pk","Rawlplug","Rawlplug",NA,"144",NA,"Plastic",0.883333333333333
"435402","Screw Tite Wall Fixings 4.0 x 40mm10pk","TITE","Fixings",NA,"10","4 x 40mm","Steel and Plastic",0.941666666666667
"435403","Screw Tite Cavity Fixings 4.0 x 40mm10pk","TITE","Fixings",NA,"10","4 x 40mm","Steel and Plastic",0.941666666666667
"435404","Exterior Tite Wall Fixing 4.0 x 40mm10pk","TITE","Fixings",NA,"10","4 x 40mm","Steel and Plastic",0.941666666666667
"437113","Wilko Wall Fixing 5mm Yellow100pk","Wilko","Fixings",NA,"100","5mm","Steel and Plastic",0.941666666666667
"437114","Wilko Regular Fixing  6mm Brown40pk","Wilko","Fixings",NA,"44",NA,"Plastic",0.883333333333333
"437117","Wilko Heavy Duty Wall Fixing 7mm Brown20pk","Wilko","Fixings","Brown","22",NA,"Plastic",0.941666666666667
"437118","Wilko Assorted Fixing Assorted Sizes100pk","Wilko","Fixings",NA,"100",NA,"Plastic",0.883333333333333
"437121","Wilko Multi Purpose Fixing Assorted Sizes Grey48pk","Wilko","Fixings",NA,"48",NA,"Plastic",0.883333333333333
