"Article","Web Description","Brand","DQ Score"
"314654","Mr. Johnsons Love Your Baby Pet Rabbit Jasper 1kg","Mr Johnsons",0.95
"314655","Mr. Johnsons Love Your Pet Hamster and Gerbil Amos1kg","Mr Johnsons",0.8625
"314658","Mr. Johnsons Love Your Pet Chinchilla 1.5kg","Mr Johnsons",0.95
"440846","Tiny Friends Farm Russel Rabbit Mix 2.5kg","Supreme",0.9
"440847","Tiny Friends Farm Gerty Guinea Pig Mix","Supreme",0.95
"440848","Tiny Friends Farm Harry Hamster Mix 700g","Supreme",0.95
"440849","Tiny Friends Farm Russel Rabbit Crunchers","Supreme",0.95
"440850","Tiny Friends Farm Russel Rabbit Fruities","Supreme",0.95
"440851","Tiny Friends Farm Gerty Guinea PigScrummies","Supreme",0.95
"440852","Tiny Friends Farm Harry Hamster Yippees","Supreme",0.95
"440853","Tiny Friends Farm Hazel Hamster Lovelies","Supreme",0.95
"440854","Tiny Friends Farm Banana & Blueberry Tart","Supreme",0.95
"440856","Tiny Friends Farm Carrot and Thyme Tart","Supreme",0.95
"440857","Science Selective Rabbit 1.5kg","Supreme",0.95
"440858","Science Selective Guinea Pig 1.5kg","Supreme",0.95
"451238","Small Animal Nibble 'n' Dig Meadow","Wilko",0.8625
