"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"5584640","Inglenook Hearth Cheek Brick","Harewood","Fire Bricks",NA,NA,"15cmx3.5cmx17cm",0.81
"5585940","Inglenook Hearth Brick","Harewood","Fire Bricks",NA,NA,"3.8cmx23cmx15.5cm",0.81
"294490","Inglenook Fireside Shovel Black 5in","Inglenook","Fireside Tools","Black",NA,"5in",0.93
"133869","Supa Stix Firewood Kindling","Wilko","Logs and Firewood",NA,"1",NA,0.81
"420095","Wilko Firelighters 28pk","Wilko","Firelighters",NA,"2","2 tablets, each of 120x16x188mm, individually wrap",0.93
"420096","Wilko Wrapped Firelighters 18pk","Wilko","Firelighters",NA,NA,NA,0.79
"420097","Wilko Firelog 800g","Wilko","Firelogs",NA,NA,NA,0.79
"5574440","Wilko Firelighters 14pk","Wilko","Firelighters",NA,"14pk",NA,0.86
"313209","Zip Energy Firelighters 24pk","Zip","Firelighters",NA,"24pk",NA,0.86
"345294","Zip Firelighter Cubes Wrapped 16pk","Zip","Firelighters","Multi",NA,NA,0.86
"409072","Zip Soot Reducer 10 Sachets","Zip","Soot Reducers",NA,"10",NA,0.86
