"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","Material","Washable","Power","Capacity","Model Number","DQ Score"
"KIT","DIN","447407","Wilko Mug Mediterranean Style 11oz","Wilko","10.0CM","9.0CM","9.0CM","Mugs",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447409","Wilko Stemmed Wine Glass Blue","Wilko","22.5CM","8.5CM","8.5CM","Wine Glasses",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447410","Wilko Dinner Set Oriental Blossom 12 Piece","Wilko","28.0CM","24.0CM","28.0CM","Dinner Sets",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447411","Wilko Dinner Plate Oriental Blossom 27cm","Wilko","2.5CM","28.0CM","28.0CM","Dinner Plate",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447412","Wilko Side Plate Oriental Blossom 19cm","Wilko","2.0CM","20.0CM","20.0CM","Side Plate",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447413","Wilko Bowl Oriental Blossom 14cm","Wilko","10.0CM","14.0CM","14.0CM","Bowls",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447414","Wilko Mug Oriental Blossom 14oz","Wilko","9.5CM","8.5CM","8.5CM","Mugs",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447415","Wilko Cup and Saucer Oriental Blossom","Wilko","9.0CM","11.0CM","17.0CM","Cup and Saucer",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447417","Wilko Placemat Grey Fabric 2pk","Wilko",".2CM","40.0CM","30.0CM","Placemats","30 x 40cm","Grey","2",NA,NA,NA,NA,NA,1
"KIT","DIN","447457","Wilko Copper Effect Teapot with Infuser","Wilko","16.5CM","20.7CM","14.7CM","Teapot","Thickness 1.6mm, L - 24cm, H - 3.2cm, CUP W - 5cm,","Metal","1",NA,NA,NA,NA,NA,1
"KIT","DIN","447462","Wilko Table Runner Neutral 30cm x 200cm","Wilko","4.0CM","6.0CM","30.0CM","Table Runners","300cm x 30cm","Cream","1",NA,NA,NA,NA,NA,1
"KIT","DIN","453010","Wilko Mini Sauce Pan Copper Effect 9cm","Wilko","8.0CM","16.5CM","9.0CM","Serving Pan","9cm","Metal","1",NA,NA,NA,NA,NA,1
"KIT","DIN","453011","Wilko Balti Dish Copper Effect 15cm","Wilko","5.0CM","20.0CM","15.0CM","Balti Dish","15cm","Metal","1",NA,NA,NA,NA,NA,1
"KIT","DIN","453012","Wilko Balti Dish Copper Effect 19cm","Wilko","5.0CM","22.5CM","19.0CM","Balti Dish","19cm","Metal","1",NA,NA,NA,NA,NA,1
"KIT","DIN","453050","Wilko Red Bread Bin","Wilko","22.0CM","24.0CM","35.5CM","Bread Bins",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","453111","Wilko Dinner Plate Reactive Glazed Dark Blue","Wilko","3.0CM","27.0CM","27.0CM","Dinner Plate",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","453112","Wilko Side Plate Reactive Glazed Dark Blue","Wilko","2.2CM","17.8CM","17.8CM","Side Plate",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","453113","Wilko Bowl  Reactive Glazed Dark Blue","Wilko","5.8CM","18.0CM","18.0CM","Bowls",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","453126","Wilko Dinner Plate Reactive Glazed Red","Wilko","3.0CM","27.0CM","27.0CM","Dinner Plate",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","453127","Wilko side Plate Reactive Glazed Red","Wilko","2.2CM","17.8CM","17.8CM","Side Plate",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","453128","Wilko Bowl Reactive Glazed Red","Wilko","5.8CM","18.0CM","18.0CM","Bowls",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","453129","Wilko Mug Reactive Glazed Red","Wilko","10.0CM","8.5CM","8.5CM","Mugs",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","453130","Wilko Dinner Set Reactive Glazed Red 12pcs","Wilko","29.8CM","26.2CM","37.4CM","Dinner Sets",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","453131","Wilko Dinner Plate Reactive Glazed Cool Grey","Wilko","3.0CM","27.0CM","27.0CM","Dinner Plate","27cm","Grey","1",NA,NA,NA,NA,NA,1
"KIT","DIN","453132","Wilko Side Plate Reactive Glazed Cool Grey","Wilko","2.2CM","17.8CM","17.8CM","Side plate","17.5cm","Grey","1",NA,NA,NA,NA,NA,1
"KIT","DIN","453133","Wilko Bowl Reactive Glazed Cool Grey","Wilko","5.8CM","18.0CM","18.0CM","Bowls","18cm","Grey","1",NA,NA,NA,NA,NA,1
"KIT","DIN","308474","Wilko Best Bone China Dinner Set White 12pcs","Wilko Best","28.4CM","28.3CM","20.3CM","Dinner Sets","12 Piece","White","1",NA,"Washable",NA,NA,NA,1
"KIT","DIN","308475","Wilko Best Bone China Dinner Plate White","Wilko Best","2.5CM","27.0CM","27.0CM","Dinner Plate","28cm","White","1",NA,"Washable",NA,NA,NA,1
"KIT","DIN","308476","Wilko Best Bone China Side Plate White","Wilko Best","2.0CM","20.0CM","20.0CM","Side Plate","20cm","White","1",NA,"Washable",NA,NA,NA,1
"KIT","DIN","309251","Wilko Best Bone China Mug White","Wilko Best","10.5CM","11.5CM","8.5CM","Mugs","8.5x10.4.5cm","White","1",NA,"Washable",NA,NA,NA,1
"KIT","DIN","236177","Wilko Functional Dinner Plate White","Wilko Functional","26.6CM","26.6CM","2.3CM","Dinner Plate","26cm","White","1",NA,NA,NA,NA,NA,1
"KIT","DIN","236179","Wilko Functional  Cereal Bowl White 135mm","Wilko Functional","6.4CM","13.6CM","13.6CM","Bowls","135mm","White","1",NA,NA,NA,NA,NA,1
"KIT","DIN","263286","Wilko Functional Dinner Set White","Wilko Functional","27.6CM","28.1CM","17.0CM","Dinner Sets","Set","White","12pcs",NA,"Dishwasher proof",NA,NA,NA,1
"KIT","ELE","328715","George Foreman Family Grilling Machine 4 Portion","George Foreman","15.0CM","23.0CM","28.0CM","Grills","4 Portion","Black",NA,NA,NA,"Mains",NA,"18471",1
"KIT","ELE","441197","Global Gizmos Mini Doughnut Maker 1000W","Global Gizmos","12.0CM","23.0CM","25.5CM","Doughnut Maker","25.5cm Long, 23cm Wide, 12cm High","Pink","1",NA,NA,"1000w",NA,"35580",1
"KIT","ELE","441198","Global Gizmos Mini Cupcake Maker 1000W","Global Gizmos","12.0CM","23.0CM","25.5CM","Cupcake Maker","25.5cm Long, 23cm Wide, 12cm High","Pink","1",NA,NA,"1000w",NA,"35590",1
"KIT","ELE","444782","Morphy Richards Equip Jug Scale Red 46611","Morphy Richards","12.0CM","29.0CM","21.3CM","Kitchen Scales","5Kg","Red","1",NA,NA,NA,NA,NA,1
"KIT","ELE","441186","Quest Large Buffet Server and Warming Traywith 3 Compartments","Quest","14.5CM","64.0CM","14.5CM","Hot Trays","14.5cm Long, 64cm Wide, 14.5cm High","Silver","1",NA,NA,"300W",NA,"16510",1
"KIT","ELE","441189","Quest Double Insulated Catering Urn 10L","Quest","50.0CM","30.0CM","30.0CM","Catering Urn","30cm Long, 30cm Wide, 50cm High","Silver","1",NA,NA,"1500w",NA,"35510",1
"KIT","ELE","457095","Quest Travel Kettle White 0.5L","Quest","17.0CM","16.0CM","16.0CM","Travel Kettle","0.5L","White",NA,NA,NA,"600w",NA,"35440",1
"KIT","ELE","457096","Quest Travel Kettle Black 0.5L","Quest","17.0CM","16.0CM","16.0CM","Travel Kettle","0.5L","Black",NA,NA,NA,"600w",NA,"35690",1
"KIT","ELE","457097","Quest Professional Hand Mixer Black 300w","Quest","28.0CM","19.0CM","7.0CM","Mixers","300w","Black",NA,NA,NA,"300w","N/A","35810",1
"KIT","ELE","457098","Quest Professional Hand Mixer Red 300w","Quest","28.0CM","19.0CM","7.0CM","Mixers","300w","Red",NA,NA,NA,"300w","N/A","35820",1
"KIT","ELE","292727","Russell Hobbs Cooker Slow 3.5L","Russell Hobbs","21.0CM","35.0CM","25.0CM","Slow Cookers","3.5L","Black",NA,NA,NA,"Mains",NA,"19790",1
"KIT","ELE","444789","Swan Retro Mini Fridge Cream SRE10010CN","Swan","46.3CM","35.5CM","29.4CM","Fridge","17L","Cream","1",NA,NA,NA,NA,NA,1
"KIT","ELE","444790","Swan Retro Mini Fridge Green SRE10010GN","Swan","46.3CM","35.5CM","29.4CM","Fridge","17L","Green","1",NA,NA,NA,NA,NA,1
"KIT","ELE","448372","Swan Microwave 20L Green SM22030GN","Swan","26.0CM","44.0CM","32.1CM","Microwaves","20L","Green",NA,NA,NA,"800W",NA,"SM22030GN",1
"KIT","ELE","439555","Tower Kettle Polished Stainless Steel 1.7L T10002P","Tower","21.0CM","23.5CM","21.0CM","Jug Kettles","1.7l","Metal",NA,NA,NA,"2200w",NA,"T10002P",1
"KIT","ELE","439572","Tower Mini Oven 23L T14012","Tower","37.2CM","52.5CM","39.2CM","Mini Oven","23L","Black",NA,NA,NA,"1500w",NA,"T14012",1
"KIT","ELE","439576","Tower Pressure Cooker 5L T16001","Tower","35.7CM","30.8CM","30.8CM","Pressure Cooker","5L","Metal",NA,NA,NA,"900w",NA,"T16004",1
"KIT","ELE","448405","Tower Linear Kettle Stainless Steel 1.7L T10009","Tower","21.9CM","17.1CM","23.5CM","Jug Kettles","1.7L","Metal",NA,NA,NA,"3000W",NA,"T10009",1
"KIT","ELE","448406","Tower 1.7L Jug Kettle T10011","Tower","22.0CM","12.0CM","24.0CM","Jug Kettles","1.7L","Black",NA,NA,NA,"2200W",NA,"T10011",1
"KIT","ELE","448407","Tower GlutenFree Digital Bread Maker T11001","Tower","28.5CM","31.0CM","27.5CM","Bread Maker","1L","Black",NA,NA,NA,"650W",NA,"T11001",1
"KIT","ELE","448413","Tower 1.7L Glass Soup Maker T12019","Tower","29.8CM","2.7CM","16.2CM","Soup Makers","1.7L","Black",NA,NA,NA,"800W","1.7","T12019",1
"KIT","ELE","448431","Tower Deep Fryer 2L T17001","Tower","22.0CM","28.0CM","30.0CM","Fryers","2L",NA,NA,NA,NA,"2L",NA,"T17001",1
"KIT","ELE","316233","Wilko Sandwich Toaster 4 Slice Black","Wilko","24.2CM","24.5CM","10.6CM","Sandwich Maker","4 Slice","Black",NA,NA,NA,"700W",NA,"ST1008",1
"KIT","ELE","328557","Wilko Colourplay Microwave Purple 20L","Wilko","26.0CM","45.0CM","32.0CM","Microwaves","20L","Purple",NA,NA,NA,"Mains",NA,"20UX79-L",1
"KIT","ELE","328559","Wilko Colourplay Microwave Red 20L","Wilko","26.0CM","45.0CM","32.0CM","Microwaves","20L","Red",NA,NA,NA,"Mains",NA,"20UX79-L",1
"KIT","ELE","328563","Wilko Toaster 2 Slice Purple","Wilko","19.0CM","31.0CM","17.0CM","Toasters","2 Slice","Purple","1",NA,NA,NA,NA,NA,1
"KIT","ELE","403946","Wilko Colourplay Microwave Black 20L","Wilko","26.0CM","45.0CM","34.0CM","Microwaves","20L","Black",NA,NA,NA,"800W",NA,"20UX79V-L8",1
"KIT","ELE","414306","Wilko Microwave Silver 20L","Wilko","26.0CM","29.0CM","44.0CM","Microwaves","20L","Silver",NA,NA,NA,"800W",NA,"20UX79LS",1
"KIT","ELE","445306","Wilko Air Fryer with Removable Basket 4L","Wilko","31.0CM","28.5CM","33.5CM","Fryers","31cmx28.5cmx33.5cm",NA,NA,NA,NA,"1200-1400w",NA,"AFM06",1
"KIT","ELE","452988","Wilko Copper Effect Microwave 20L","Wilko","25.6CM","35.8CM","45.1CM","Microwaves","20L","Metal","1",NA,NA,NA,NA,NA,1
"KIT","ELE","452989","Wilko Kettle Ribbed Deisgn Silver 1.7L","Wilko","25.9CM","16.3CM","23.0CM","Jug Kettles","1.7L","Silver",NA,NA,NA,"3000W",NA,"WK8331H-ribbed",1
"KIT","ELE","452990","Wilko 2 Slice Toaster Stainless Steel RibbedDesign","Wilko","18.7CM","16.5CM","27.9CM","Toasters","2 Slice","Silver",NA,NA,NA,"860/1050W",NA,"T386-RIBBED",1
"KIT","ELE","452994","Wilko Kettle Dome Stainless Steel 1.7L","Wilko","29.0CM","21.1CM","24.3CM","Kettles","1.7L","Silver",NA,NA,NA,"2550-3000W",NA,"WK8213NAH-Stamped",1
"KIT","ELE","452995","Wilko Copper Effect Hand Blender Se","Wilko","39.2CM","5.5CM","5.5CM","Mixers","600W","Metal","1",NA,NA,NA,NA,NA,1
"KIT","ELE","452996","Wilko Copper Effect Hand Mixer","Wilko","8.2CM","15.2CM","18.9CM","Mixers","350W","Metal","1",NA,NA,NA,NA,NA,1
"KIT","ELE","452997","Wilko Copper Effect Table Blender","Wilko","41.9CM","21.1CM","16.3CM","Blenders","500W","Metal","1",NA,NA,NA,NA,NA,1
"KIT","ELE","453821","Wilko Copper Effect Cylinder Kettle 1.7L","Wilko","25.9CM","16.3CM","23.0CM","Jug Kettles","1.7L","Metal","1",NA,NA,NA,NA,NA,1
"KIT","ELE","453822","Wilko Copper Effect 2 Slice Toaster","Wilko","18.7CM","16.5CM","27.9CM","Toasters","2 Slice","Metal","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309563","D-C-Fix Deco Non-Slip Mat Beige 30cm x 1.5m336.3029","D-C-Fix","30.0CM","7.5CM","7.5CM","Sticky Back Plastic","30cm x 1.5m","Brown","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309564","D-C-Fix Deco Non-Slip Liner Black 30cm x 1.5m 336-3027","D-C-Fix","30.0CM","7.5CM","7.5CM","Sticky Back Plastic","30x150cm","Black","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309568","D-C-Fix Original Metallic Deco Self-Adhesive FilmSilver Effect 45cm x 1.5m 347-0003","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 1.5m","Silver","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309570","D-C-Fix Original Gingham Deco Self-Adhesive FilmBlue 45cm x 2m 346-0290","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 2m","Blue","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309571","D-C-Fix Original Baroque Deco Self-Adhesive FilmBlack/White 45cm x 2m 346-0497","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 2m","Black","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309578","D-C-Fix Original Deco Self-Adhesive Film VelourBlack 45xm x 1m 348-0005","D-C-Fix","45.0CM","4.0CM","4.0CM","Sticky Back Plastic","45cm x 1m","Black","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309579","D-C-Fix Original Deco Self-Adhesive Film Velour Green 45cm x 1m 348-0003","D-C-Fix","45.0CM","4.0CM","4.0CM","Sticky Back Plastic","45cm x 1m","Green","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309580","D-C-Fix Original Self-Adhesive Film Matt White 45cm x 2m 346-0497","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 2m","White","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309581","D-C-Fix Original Matt Deco Self-Adhesive Film Black 45cm x 2m 346-0002","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 2m","Black","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309582","D-C-Fix Original Glossy Deco Self-Adhesive Film Magenta 45cm x 2m 346-0504","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 2m","Red","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309583","D-C-Fix Original Glossy Deco Self-Adhesive FilmAqua 45cm x 2m 346-0506","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 2m","Green","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309584","D-C-Fix Original Matt Deco Self-Adhesive Film Red45cm x 2m 346-0007","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 2m","Red","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309585","D-C-Fix Original Glass Self-Adhesive Film Clear 45cm x 2m 346-0013","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Window Film","45cm x 2m","Clear","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309586","D-C-Fix Original Sabbia Deco Self-Adhesive Film Beige 45cm x 2m 346-0280","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 2m","Brown","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309587","D-C-Fix Original Sabbia Deco Self-Adhesive Film Grey 45cm x 2m 346-0223","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 2m","Grey","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309588","D-C-Fix Original Butchers Block Deco Self-AdhesiveFilm Beech Effect 45cm x 2m 346-0168","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 2m","Wood","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309590","D-C-Fix Original Fontana Deco Self-Adhesive Film Beige 45cm x 2m 346-0099","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 2m","Brown","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309591","D-C-Fix Original Granada Deco Self-Adhesive Film Multi 45cm x 2m 346-0531","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 2m","Multi","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309593","D-C-Fix Original Marmi Deco Self-Adhesive Film Grey 45cm x 2m 346- 0306","D-C-Fix","3.2CM","3.2CM","45.2CM","Sticky Back Plastic","45cm x 2m","Grey","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309596","D-C-Fix Original Glass Film 67.5cm x 1.5m 338-8011","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Window Film","67.5cm x 1.5m","Clear","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309597","D-C-Fix Original Glass Film 67.5cm x 1.5m 338-8011","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Window Film","67.5cm x 1.5m","Clear","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309598","D-C-Fix Original Bamboo Glass Film 67.5cm x 1.5m346-8023","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Window Film","67.5cm x 1.5m","Wood","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309599","D-C-Fix Original Glass Self-Adhesive Film Spring Clear 67.5cm x 1.5cm 346-8027","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Window Film","67.5cm x 1.5m","Clear","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309601","D-C-Fix Original Tara Glass Self-Adhesive Film Clear 67.5cm x 2m 346-8076","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Window Film","67.5cm x 2m","Clear","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309602","D-C-Fix Original Milky Glass Self-Adhesive Foil Clear 67.5cm x 2m 346-8052","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Window Film","67.5cm x 2m","Clear","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309603","D-C-Fix Original Spring Glass Self-Adhesive FilmClear 67.5cm x 2m 346-8355","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","Clear","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309604","D-C-Fix Original Trophen Glass Self-Adhesive FilmBlue 67.5cm x 2m 346-8246","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Window Film","67.5cm x 2m","Blue","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309605","D-C-Fix Original Glass Self-Adhesive Film Snow Clear 67.5cm x 2m 346-8011","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Window Film","67.5cm x 2m","Clear","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309607","D-C-Fix Original Deco Self-Adhesive Film Granite Grey 67.5cm x 2m 346-8049","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","Grey","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309608","D-C-Fix Original Deco Self-Adhesive Film Granite Beige 7.5cm x 2m 346-8050","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","Brown","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309609","D-C-Fix Original Deco Self-Adhesive Film Glossy White 67.5cm x 2m 346-8075","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","White","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309610","D-C-Fix Original Deco Self-Adhesive Film Glossy Black 67.5cm x 2m 346-8348","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","267.5cm x 2m","Black","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309611","D-C-Fix Original Deco Self-Adhesive Film Rustic Pine Effect 67.5cm x 2m 346-8015","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","Wood","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309612","D-C-Fix Original Deco Self-Adhesive Film Dark Walnut 7.5cm x 2m 346-8072","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","Brown","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309616","D-C-Fix Original Deco Self-Adhesive Film White Wood Effect 67.5cm x 2m 346-8026","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","White","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309617","D-C-Fix Original Deco Self-Adhesive Film Tyrol Beech Effect 67.5cm x 2m 346-8295","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","Wood","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309618","D-C-Fix Original Deco Self-Adhesive Film Light OakEffect 67.5cm x 2m 346-8017","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","Wood","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309619","D-C-Fix Original Deco Self-Adhesive Film JapaneseElm Effect 67.5cm x 2m 346-8015","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","Wood","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309620","D-C-Fix Original Deco Self-Adhesive Film Beech Effect 67.5cm x 2m 346-8056","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","Wood","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309622","D-C-Fix Original Deco Self-Adhesive Film Marmi White 67.5cm x 2m 346-8031","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","White","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309623","D-C-Fix Original Marmi Deco Self-Adhesive Film Black 67.5cm x 2m 346-8027","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","Black","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309624","D-C-Fix Original Marmi Deco Self-Adhesive Film Grey 67.5cm x 2m 346-8306","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","Grey","1",NA,NA,NA,NA,NA,1
"KIT","FAB","309625","D-C-Fix Original Cortes Deco Self-Adhesive FilmGrey 67.5cm x 2m 346-8030","D-C-Fix","67.6CM","3.0CM","3.0CM","Sticky Back Plastic","67.5cm x 2m","Grey","1",NA,NA,NA,NA,NA,1
"KIT","FAB","319256","D-C-Fix Original Deco Self-Adhesive Film Flowers45cm x 2m 346-0193","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 2m","Multi","1",NA,NA,NA,NA,NA,1
"KIT","FAB","320196","D-C-Fix Original Deco Self-Adhesive Film Minster45cm x 2m 346-0616","D-C-Fix","45.0CM","3.2CM","3.2CM","Sticky Back Plastic","45cm x 2m","Multi","1",NA,NA,NA,NA,NA,1
"KIT","FAB","321274","D-C-Fix Original Deco Self-Adhesive Film AvellinoBeton 45cm x 2m 346-0583","D-C-Fix","3.2CM","3.2CM","45.2CM","Sticky Back Plastic","45cm x 2m","Black","1",NA,NA,NA,NA,NA,1
"KIT","FAB","321275","D-C-Fix Original Deco Self-Adhesive Film Blackwood67.5cmx 2m346-8007","D-C-Fix","67.6CM","3.2CM","3.2CM","Sticky Back Plastic","67.5cm x 2m","Black","1",NA,NA,NA,NA,NA,1
"KIT","FAB","439748","D-C-Fix Original Deco Self-Adhesive Film Matt Grey45cm x 2m 346-0636","D-C-Fix",".1CM","45.0CM","200.0CM","Sticky Back Plastic","45cm x 2m","Grey","1",NA,NA,NA,NA,NA,1
"KIT","FAB","439749","D-C-Fix Original Deco Self-Adhesive Film Stars Grey 45cm x 2m 346-0653","D-C-Fix",".1CM","45.0CM","200.0CM","Sticky Back Plastic","45cm x 2m","Grey","1",NA,NA,NA,NA,NA,1
"KIT","FAB","439751","D-C-Fix Original Deco Self-Adhesive Film Butterflies 45cm x 2m 346-0377","D-C-Fix",".1CM","45.0CM","200.0CM","Sticky Back Plastic","45cm x 2m","Multi","1",NA,NA,NA,NA,NA,1
"KIT","FAB","439752","D-C-Fix Original Deco Self-Adhesive FilmPolka Red 45cm x 2m 346-0627","D-C-Fix",".1CM","45.0CM","200.0CM","Sticky Back Plastic","45cm x 2m","Red","1",NA,NA,NA,NA,NA,1
"KIT","FAB","439753","D-C-Fix Original Deco Self-Adhesive Film Polka Mint 45cm x 2m 346-0648","D-C-Fix",".1CM","45.0CM","200.0CM","Sticky Back Plastic","45cm x 2m","Green","1",NA,NA,NA,NA,NA,1
"KIT","FAB","439754","D-C-Fix Original Deco Self-Adhesive Film Tulia45cm x 2m 346-0647","D-C-Fix",".1CM","45.0CM","200.0CM","Sticky Back Plastic","45cm x 2m","Multi","1",NA,NA,NA,NA,NA,1
"KIT","FAB","439756","D-C-Fix Original Deco Self-Adhesive Film Brick45cm x 2m 346-0221","D-C-Fix",".1CM","45.0CM","200.0CM","Sticky Back Plastic","45cm x 2m","Brown","1",NA,NA,NA,NA,NA,1
"KIT","FAB","439757","D-C-Fix Original Deco Self-Adhesive Film SanremoSand 45cm x 2m 346-0646","D-C-Fix",".1CM","45.0CM","200.0CM","Sticky Back Plastic","45cm x 2m","Brown","1",NA,NA,NA,NA,NA,1
"KIT","FAB","439758","D-C-Fix Original Deco Self-Adhesive Film Pearl Grey 45cm x 2m 346-0587","D-C-Fix",".1CM","45.0CM","200.0CM","Sticky Back Plastic","45cm x 2m","Grey","1",NA,NA,NA,NA,NA,1
"KIT","FAB","439761","D-C-Fix Original Deco Self-Adhesive Film Pino Aurelio 67.5cm x 2m 346-8138","D-C-Fix",".1CM","67.5CM","200.0CM","Sticky Back Plastic","67.5cm x 2m","Brown","1",NA,NA,NA,NA,NA,1
"KIT","FAB","439762","D-C-Fix Original Deco Self-Adhesive Film SanremoOak 67.5cm x 2m 346-8104","D-C-Fix",".1CM","67.5CM","200.0CM","Sticky Back Plastic","67.5cm x 2m","Brown","1",NA,NA,NA,NA,NA,1
"KIT","FAB","439763","D-C-Fix Original Deco Self-Adhesive Film Rio Ocean67.5cm x 2m 346-8131","D-C-Fix",".1CM","67.5CM","200.0CM","Sticky Back Plastic","67.5cm x 2m","Blue","1",NA,NA,NA,NA,NA,1
