"Article","Web Description","Brand","Type","DQ Score"
"440454","Merlin Storage Stool Black","Merlin","Stools",1
"440455","Merlin Storage Stool Blue","Merlin","Stools",1
"440456","Merlin Storage Stool Pink","Merlin","Stools",1
"440457","Merlin Storage Stool White","Merlin","Stools",1
"440354","Monza Dining Chairs Set of 2 Brown","Monza","Dining Chair",1
