"Article","Web Description","Brand","Type","Colour","Size","DQ Score"
"283586","Russell Hobbs Supreme Steam Iron 2400W","Russell Hobbs","Irons","White","2400W",1
"305175","Russell Hobbs Auto Steam Iron 2400w","Russell Hobbs","Irons","Multi","2400W",1
