"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"271432","Bepanthen Nappy Care Ointment 100g","Bepanthen","Nappy Ointment","1","100g",1
"172788","Infacol Colic Relief Drops 50ml","Infacol","Pain Relief","1","50ml",1
"292203","Metanium Nappy Rash Ointment 30g","Metanium","Nappy Ointment","1","30g",1
"231794","Milton Sterilising Tablets 28pk","Milton","Sterilising Tablets","15pk","112g",1
"242082","Milton Antibacterial Surface Spray 500ml","Milton","Surface Spray","1","500ml",1
"341556","Milton Sterilising Fluid 1L","Milton","Sterilising Fluid","1","1L",1
"193665","Napisan Non Biological Stain Remover 800g","Napisan","Stain and Pre-Treatment Agents","1","800g",1
"341731","Wilko Sterilising Fluid 500ml","Wilko","Sterilising Fluid","1","500ml",1
"346742","Wilko Petroleum Jelly Tub  200g","Wilko","Petroleum Jelly ","1","200g",1
"346743","Wilko Baby Bum Cream 235ml","Wilko","Nappy Ointment","1","225g",1
