"Article","Web Description","Brand","DQ Score"
"440554","Collection Deluxe Lip Lacquer Prom Queen","Collection 2000",0.81
"440555","Collection Deluxe Lip Lacquer Show off","Collection 2000",0.81
"440556","Deluxe Lip Lacquer Red Carpet","Collection 2000",0.81
"440557","Collection Deluxe Lip Lacquer Raspberry Kisses","Collection 2000",0.81
"440558","Collection Deluxe Lip Lacquer Dancing Queen","Collection 2000",0.81
"440559","Collection Deluxe Lip Lacquer Sparkling Lights","Collection 2000",0.81
"450853","Max Factor Matte Bullet Lipstick Nude 05","Maxfactor",0.88
"450854","Max Factor Matte Bullet Sunkiss 10","Maxfactor",0.88
"450855","Max Factor Matte Bullet Rose 20","Maxfactor",0.88
"451470","Max Factor Matte Bullet Love 35","Maxfactor",0.88
