"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"318837","Wilko Mug Ceramic White","Wilko","Mugs","White","1","12oz",1
"318839","Wilko Dinner Plate Ceramic Square White 260mm","Wilko","Dinner Plate","White","1","26cm",1
"318840","Wilko Side Plate Ceramic Square White 180mm","Wilko","Side Plate","White","1","180mm",1
"318841","Wilko Bowl Square White 5.5in","Wilko","Bowls","White","1","140mm",1
"318848","Wilko Capuccino Cup and Saucer Ceramic White","Wilko","Cup and Saucer","White","1","Set",1
"318851","Wilko Coupe Dinner Plate White 27cm","Wilko","Dinner Plate","White","1","Large",1
"318853","Wilko Coupe Side Plate White 19cm","Wilko","Side Plate","White","1","Small",1
"318855","Wilko Sugar Bowl Ceramic White Small","Wilko","Sugar Bowl","White","1","Small",1
"318866","Wilko Serving Plate Rectangle Large","Wilko","Serving Trays and Dishes","White","1","Large",1
"318867","Wilko Serving Plate Ceramic Rectangle Medium","Wilko","Serving Trays and Dishes","White","1","Medium",1
"318868","Wilko Serving Plate Ceramic Rectangle Small","Wilko","Serving Trays and Dishes","White","1","Small",1
"319332","Wilko Cake Stand 2 Tier Porcelain White","Wilko","Cake Stand","White","1","2 Tier",1
"319344","Wilko Bowl Ceramic Square White 10cm","Wilko","Bowls","White","1","10cm",1
"319346","Wilko Serving Bowl Ceramic White 23cm","Wilko","Bowls","White","1","23cm",1
"319375","Wilko Bowl Heart Shaped Ceramic White Small","Wilko","Bowls","White","1","Small",1
"319376","Wilko Bowl Ceramic Heart Shaped Ceramic WhiteMedium","Wilko","Bowls","White","1","Medium",1
"319378","Wilko Salt and Pepper Set Ceramic White","Wilko","Salt and Pepper Sets","White","1","Set",1
"319546","Wilko Dinner Set Porcelain Super White 12 pcs","Wilko","Dinner Sets","White","1","12 Piece",1
"345692","Wilko Dinner Plate Heart Shaped White","Wilko","Dinner Plate","White","1","27cm",1
"346118","Wilko Side Plate Heart Saped White","Wilko","Side Plate","White","1","18cm",1
"236177","Wilko Functional Dinner Plate White","Wilko Functional","Dinner Plate","White","1","26cm",1
"236179","Wilko Functional  Cereal Bowl White 135mm","Wilko Functional","Bowls","White","1","135mm",1
