"Article","Web Description","Brand","Type","Colour","Size","Pack Qty","DQ Score"
"325326","Wilko Slot Top Voile Panel White 145 x 183cm","Wilko","Voiles","White","145x183cm","1",1
"325339","Wilko Popsicle Tab Top Voile Panel White145 x 228cm","Wilko","Voiles","White","145x228cm","1",1
"408330","Wilko Butterfly Design Voile 145 x 228cmSlot Top","Wilko","Voiles","White","145x228cm","1",1
