"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"256633","Cadbury Dairy Milk Chocolate Block 360g","Cadbury","Chocolates","1","360g",1
"405637","Cadbury Dairy Milk Caramel Nibbles Bag 120g","Cadbury","Confectionery","1","120g",1
"407927","Cadbury Twirl Bites Bag 109g","Cadbury","Confectionery","10","109g",1
"435353","Cadbury Time Out 6pk 127.2g","Cadbury","Chocolate Bar Multipack","13","127.2g",1
"435354","Cadbury Crunchie 4pk 104g","Cadbury","Chocolate Bar Multipack","10","104g",1
"435355","Cadbury Wispa 4pk 102g","Cadbury","Chocolate Bar Multipack","11","102g",1
"435356","Cadbury Twirl 5pk 108g","Cadbury","Chocolate Bar Multipack","20","108g",1
"435357","Cadbury Flake 4pk 80g","Cadbury","Chocolate Bar Multipack","20","80g",1
"435358","Cadbury Dairy Milk 4pk 130g","Cadbury","Chocolate Bar Multipack","15","130g",1
"435359","Cadbury Decker 4pk 160g","Cadbury","Chocolate Bar Multipack","8","160g",1
"435361","Cadbury Picnic 4pk 128g","Cadbury","Chocolate Bar Multipack","4","128g",1
"282627","Guylian Belgian Chocolates Sea Shells Box 250g","Guylian","Boxed Chocolates","1","250g",1
"138041","Haribo Tangfastics Bag 160g","Haribo","Halloween confectionery","1","160g",1
"90736","Haribo Star Mix Bag 160g","Haribo","Halloween confectionery","1","160g",1
"271000","Lindt Lindor Assorted 337g","Lindt","Boxed Chocolates","1","337g",1
"420354","Mars Snacksize 4pk 135g","Mars","Chocolate Bar Multipack","4","135g",1
"338494","Terrys Chocolate Orange Minis Bag 136g","Terrys","Confectionery","1","136g",1
"437488","Thorntons Classic Collection 123g","Thorntons","Boxed Chocolates","1","123g",1
"439305","Thorntons Classic Dark Collection 248g","Thorntons","Boxed Chocolates","1","248g",1
