"PSA_1","PSA_2","Article","Web Description","DQ Score"
"PAI","CRO","434504","Crown Silk Emulsion PaintAntique Cream 2.5L",0.95
"PAI","ICI","449373","Dulux Easycare Matt Emulsion Paint Timeless 2.5L",0.95
"PAI","ICI","449374","Dulux Easycare Matt Emulsion Paint Blush Pink 2.5L",0.95
"PAI","ICI","449375","Dulux Easycare Matt Emulsion Paint Chic Shadow2.5L",0.95
"PAI","ICI","449377","Dulux Easycare Matt Emulsion Paint Egyptian Cotton2.5L",0.95
"PAI","ICI","449379","Dulux Easycare Matt Emulsion Paint Magnolia 2.5L",0.95
