"Article","Web Description","Brand","Type","Colour","Size","Assembly","Pack Qty","Material","DQ Score"
"447645","Wilko Hanging Basket Reservoir","Wilko","Basket Reservoir",NA,"13.8X13.8X17cm","No",NA,NA,0.93
