"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"419990","Paloma Disposable Napkins Spots 20pk","Paloma","Napkins",NA,"20pk","33x33cm",0.93
"150005","Wilko Insulated Bowls White 10pk","Wilko","Plates and Bowls","White","10pk",NA,0.93
"203993","Wilko Drinking Straws Neon 200pk","Wilko","Straws","Multi","200pk",NA,0.93
"331992","Wilko Paper Plates Small White 30pk","Wilko","Plates and Bowls",NA,"30pk","Small",0.93
"332569","Wilko Paper Plates Red 20pk","Wilko","Plates and Bowls","Red","20pk",NA,0.93
"332589","Wilko Paper Plates Cream 20pk","Wilko","Plates and Bowls","Cream","20pk",NA,0.93
"332641","Wilko Insulated Cups Small White 10pk","Wilko","Cups",NA,"10pk","Small",0.93
"333427","Wilko Disposable Teaspoons Clear 30pk","Wilko","Cutlery","Clear","30pk",NA,0.93
"333428","Wilko  Disposable Knives Clear 30pk","Wilko","Cutlery","Clear","30pk",NA,0.93
"333430","Wilko Disposable Forks Clear 30pk","Wilko","Cutlery","Clear","30pk",NA,0.93
"333431","Wilko Disposable Dessert Spoons Clear 30pk","Wilko","Cutlery","Clear","30pk",NA,0.93
"333432","Wilko Party Cutlery Set Clear  Knives Forks andSpoons 10 Sets","Wilko","Cutlery","Clear","30pk",NA,0.93
"333446","Wilko Disposable Wine Glasses Clear 10pk","Wilko","Glasses","Clear","10pk",NA,0.93
"334087","Wilko Plastic Plates Clear 10pk","Wilko","Plates and Bowls","Clear","10pk",NA,0.93
"419988","Wilko Disposable Red Cups 10pk","Wilko","Cups",NA,"10pk",NA,0.86
"419992","Wilko Disposable Plates Spots 20pk","Wilko","Plates and Bowls",NA,NA,NA,0.79
"419995","Wilko Shot Glasses 16pk","Wilko","Shot Glasses",NA,"16",NA,0.86
"203985","Wilko Functional Paper Tablecovers White 90 x90cm 4pk","Wilko Functional","Tablecloth",NA,"4pk","90cmx90cm",0.93
"331993","Wilko Functional Plastic Cups White 30pk","Wilko Functional","Cups",NA,"30pk","Small",0.93
"63821","Wilko Functional Napkins 1 Ply White 100pk","Wilko Functional","Napkins",NA,"100pk","1ply",0.93
