"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"421494","Aquarian Goldfish Flake Food 25g","Aquarian","Food",NA,"1","25g",0.93
"421495","Aquarian Fish Food Goldfish Flaked Food 50g","Aquarian","Food",NA,"1pk","50g",0.93
"421500","Aquarian Goldfish Pellets 28g","Aquarian","Food",NA,"1pk","28g",0.93
"452936","Aquarian Goldfish Food Pellets 100g","Aquarian","Food",NA,"1","100g",0.93
"314018","Marina Aquarium LED Light","Marina","Lighting",NA,NA,NA,0.79
"314022","Marina Aquarium LED 3 Way Hub","Marina","Lighting","Black",NA,NA,0.86
"121994","Wilko Vacation Fish Food","Wilko","Food",NA,"1",NA,0.86
"121995","Wilko Weekend Fish Food","Wilko","Food",NA,"1",NA,0.86
"165273","Wilko Goldfish Flakes 25g","Wilko","Food",NA,"1","25g",0.93
"189472","Wilko Aquarium Magnetic Algae Scraper","Wilko","Cleaning and Water Control",NA,NA,"Medium",0.86
"195321","Wilko Aquarium Tap Water Crystals 12g","Wilko","Cleaning and Water Control",NA,"1","12g",0.93
"204924","Wilko Goldfish Flakes 100g","Wilko","Food",NA,"1","100g",0.93
"422769","Wilko Aquarium Tap Water Conditioner 118ml","Wilko","Cleaning and Water Control",NA,"1",NA,0.86
"422770","Wilko Aquarium Weekly Cleaner 118ml","Wilko","Cleaning and Water Control",NA,"1",NA,0.86
"422771","Wilko Aquarium Green Algae Control 118ml","Wilko","Cleaning and Water Control",NA,"1",NA,0.86
"452938","Wilko Pond Green Algae Control 237ml","Wilko","Cleaning and Water Control",NA,"1","237ml",0.93
"80104","Wilko Fish Tank Assorted Colours 10L","Wilko","Tanks and Aquariums",NA,"1","10L",0.93
