"Article","Web Description","Brand","DQ Score"
"313623","Aquarium Ornament Assorted Castles","Classic Pet Products",0.81
"313915","Classic Aquarium Ornament Divers Helmet","Classic Pet Products",0.88
"313916","Classi Aquarium Ornament Assorted Bridges","Classic Pet Products",0.88
"313917","Classic Aquarium Ornament Arizona Rock Large","Classic Pet Products",0.88
"313919","Classic Aquarium Ornament Trees, Skull and Barrel","Classic Pet Products",0.88
"313920","Classic Aquarium Ornament Garden","Classic Pet Products",0.88
"313922","Classic Aquarium Ornament Crystal Ruin","Classic Pet Products",0.88
"334289","Aqua Ornament Pagode a Plants","Classic Pet Products",0.81
"334291","Classic Aquatics Aquarium Ornaments Rocky Ledge Multi-Coloured","Classic Pet Products",0.81
"334292","Classic Aquatics Aquarium Ornaments Treasure Pot Multi-Coloured","Classic Pet Products",0.81
"334293","Classic Aquatics Aquarium Ornaments Bonsai Mini Multi-Coloured","Classic Pet Products",0.88
"298734","Wilko Aquarium Ornament Large Assorted Designs","Rosewood",0.81
