"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"284478","Compeed Blister Medium 5pk","Compeed","Plasters, Dressings and Pads","1",NA,0.9125
"345630","Elastoplast Disney Princess Plasters 16s","Disney","Plasters, Dressings and Pads","16pk",NA,0.9125
"317765","Elastoplast Extra Tough Waterproof Plasters 12s","Elastoplast","Plasters, Dressings and Pads","12pk",NA,0.9125
"33575","Elastoplast Water Resistant Plasters 20s","Elastoplast","Plasters, Dressings and Pads","20pk",NA,0.9125
"350181","Elastoplast Sensitive Plasters 20s","Elastoplast","Plasters, Dressings and Pads","20pk",NA,0.9125
"352115","Elastoplast Fabric Plasters 40s","Elastoplast","Plasters, Dressings and Pads","1",NA,0.8625
"352116","Elastoplast Water Resistant Plasters 40s","Elastoplast","Plasters, Dressings and Pads","1",NA,0.9125
"352117","Elastoplast Knee & Elbow Fabric Plasters 10s","Elastoplast","Plasters, Dressings and Pads","1",NA,0.9125
"352118","Elastoplast Disney Family Pack Plasters 40s","Elastoplast","Plasters, Dressings and Pads","1",NA,0.9125
"443856","Elastoplast Disney Frozen Plasters 16s","Elastoplast","Plasters, Dressings and Pads",NA,NA,0.825
"443857","Elastoplast Disney Star Wars Plasters 16s","Elastoplast","Plasters, Dressings and Pads",NA,NA,0.825
"100128","Germolene Antiseptic Cream 30g","Germolene","Wipes, Disinfectants and Creams",NA,"30g",0.9125
"293251","Germoloids Triple Action 25g","Germoloids","Haemorroid Relief","1",NA,0.9125
"453091","Paw Patrol Bump Soother","Paw Patrol","Bump Soother","1",NA,0.9125
"453092","Peppa Pig Forehead Thermometer","Peppa Pig","Thermometers","1",NA,0.9125
"155509","Wilko Antiseptic Cream 30g","Wilko","Wipes, Disinfectants and Creams",NA,"30g",0.9125
"307862","Wilko Blister Plaster 5pk","Wilko","Plasters, Dressings and Pads","5pk",NA,0.9125
"307957","Wilko Washproof Tape 5 x 2.5m","Wilko","Plasters, Dressings and Pads","1",NA,0.9125
"309985","Wilko Plaster Clear 40pk","Wilko","Plasters, Dressings and Pads","40pk",NA,0.9125
"348431","Wilko Digital Thermometer","Wilko","Thermometers","1",NA,0.9125
"348433","Wilko Ear Plugs  6pk","Wilko","First Aid Kits and Accessories","1",NA,0.9125
"348437","Wilko First Aid Kit Travel","Wilko","First Aid Kits and Accessories","1",NA,0.9125
"348441","Wilko Sterile Adhesive Dressing 5pk","Wilko","Plasters, Dressings and Pads","5",NA,0.9125
"348442","Wilko Blister Plasters 5pk","Wilko","Plasters, Dressings and Pads","5",NA,0.9125
"348449","Wilko Tubular Bandage D","Wilko","Bandages and Supports","1",NA,0.9125
"348450","Wilko Tubular Bandage C","Wilko","Bandages and Supports","1",NA,0.9125
"348451","Wilko Elasticated Ankle Support","Wilko","Bandages and Supports","1",NA,0.9125
"348453","Wilko Extra Tough Plasters 12pk","Wilko","Plasters, Dressings and Pads","12",NA,0.9125
"348454","Wilko Plaster Kids 30pk","Wilko","Plasters, Dressings and Pads","30",NA,0.9125
"348455","Wilko Waterproof Dressing Strips 10pk","Wilko","Plasters, Dressings and Pads","10",NA,0.9125
"348456","Wilko Fabric Dressing Strip 10pk","Wilko","Plasters, Dressings and Pads","10",NA,0.9125
"348457","Wilko Plaster Sensitive 36pk","Wilko","Plasters, Dressings and Pads","36",NA,0.9125
"348458","Wilko Blue Plaster 40pk","Wilko","Plasters, Dressings and Pads","40",NA,0.9125
"348459","Wilko Washproof Plaster 40pk","Wilko","Plasters, Dressings and Pads","1",NA,0.9125
"348473","Wilko Callous Pads 2pk","Wilko","Plasters, Dressings and Pads","2",NA,0.9125
"348475","Wilko Fleecy Padding Sheet 1pk","Wilko","Plasters, Dressings and Pads","1",NA,0.9125
"348502","Wilko Blue Cohesive Bandage","Wilko","Bandages and Supports",NA,"7.5x4.5cm",0.9125
"348504","Wilko Antiseptic Wipes 10pk","Wilko","Wipes, Disinfectants and Creams","10",NA,0.9125
"348507","Wilko Tubular Bandage Size E","Wilko","Bandages and Supports","1",NA,0.9125
"348508","Wilko Skin Closure Strips 8pk","Wilko","Plasters, Dressings and Pads",NA,NA,0.825
"348510","Wilko Non Adherent Pads 5pk","Wilko","Plasters, Dressings and Pads","5pk",NA,0.9125
"348511","Wilko Fabric Strapping 3m","Wilko","Plasters, Dressings and Pads",NA,"3mx2.5cm",0.9125
"348512","Wilko Elasicated Knee Support","Wilko","Bandages and Supports","1",NA,0.9125
"348513","Wilko Graze Plaster 5pk","Wilko","Plasters, Dressings and Pads",NA,NA,0.825
"348515","Wilko Cushioned Plaster 20pk","Wilko","Plasters, Dressings and Pads","1",NA,0.9125
"348518","Wilko Aquaproof Plasters 16pk","Wilko","Plasters, Dressings and Pads","16",NA,0.9125
"348519","Wilko Fabric Plasters 40pk","Wilko","Plasters, Dressings and Pads","40",NA,0.9125
"349944","Lint 10 x 45cm","Wilko","Plasters, Dressings and Pads","1",NA,0.8625
"351223","Pink Cohesive Bandage","Wilko","Bandages and Supports","1",NA,0.8625
"348448","Wilko Functional Stretch Bandage","Wilko Functional","Bandages and Supports",NA,"5x4m",0.9125
