"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"434315","Silvine Duplicate Memo Book","Silvine","Memo Pads, Blocks and Boxes","1","102mmx127mm",1
"227365","Wilko Memo Pad Sticky Notes 400 Sheets","Wilko","Sticky Notes","400pk","75x75mm",1
"262731","Wilko Self Adhesive Labels White 24 x 53mm x 78","Wilko","Sticky Notes","78pk","24x53mm",1
"262732","Wilko Sticky Labels 39m x 99m","Wilko","Sticky Notes","30pk","38x99mm",1
"300199","Wilko Self Adhesive Labels White 89 x 36mm x 250","Wilko","Sticky Notes","250pk","89x36mm",1
"302326","Wilko Memo Block 85 x 85mm 600 Sheets","Wilko","Memo Pads, Blocks and Boxes","600pk","85x85mm",1
"302328","Wilko Sticky Notes 7.5 x 10cm","Wilko","Sticky Notes","1","7.5x10cm",1
"434408","Wilko White Message Board 30cm x 60cm","Wilko","Message Boards","1","30cm x 60cm",1
"434410","Wilko Calendar Message Board & Planner","Wilko","Message Boards","1","30cm x 60cm",1
