"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"452338","Pug Canvas Wall Art Black and White 40 x 40cm","Arthouse","Wall Art",NA,"1","40 x 40cm",0.88
"452341","Life's Better Canvas Wall Art Black and White40 x 40cm","Arthouse","Wall Art",NA,"1","40 x 40cm",0.88
"452342","Purple Hearts Canvas Wall Art 3pk 20 x 60cm","Arthouse","Wall Art",NA,"3","20 x 60cm",0.88
"452347","Watering Can Canvas Wall Art 30 x 30cm","Arthouse","Wall Art",NA,"1","30 x 30cm",0.88
"452351","Red Tulip Basket Canvas Wall Art 48 x 48cm","Arthouse","Wall Art",NA,"1","48 x 48cm",0.88
"452355","Pink Floral Canvas Wall Art 30 x 30cm","Arthouse","Wall Art",NA,"1","30 x 30cm",0.88
"454496","Glitterati Buddha 3D Wall Art Gold 60 x 60cm","Arthouse","3D Wall Art",NA,"1","60x60cm",0.88
"454498","Glitterati Blossom and Birds 3D Wall Art 60 x 60cm","Arthouse","3D Wall Art",NA,"1","60x60cm",0.88
"454499","Glitterati Butterflies 3D Wall Art 60 x 60cm","Arthouse","3D Wall Art",NA,"1","60x60cm",0.88
"454501","Glitterati Dahlia 3D Wall Art CopperColoured 60x60cm","Arthouse","3D Wall Art",NA,"1","60x60cm",0.88
"ap00045","Spa Montage Set of 3 20 x 20cm each","Arthouse","Canvas Pictures","Grey",NA,NA,0.81
"455347","Wilko Canvas Golden Trees 90x60cm","Wilko","Wall Art",NA,"1","90x60x2.5cm",0.93
"455574","Wilko Let It Snow Plaque","Wilko","Wall Plaque",NA,"1","W: 30cm x D: 1.2cm x H: 44cm",0.93
"456078","Wilko Sparkle Friends Plaque","Wilko","Wall Art",NA,"1",NA,0.86
"456080","Wilko Home Words Plaque","Wilko","Wall Art",NA,"1",NA,0.86
