"Article","Web Description","Brand","DQ Score"
"452338","Pug Canvas Wall Art Black and White 40 x 40cm","Arthouse",0.88
"452341","Life's Better Canvas Wall Art Black and White40 x 40cm","Arthouse",0.88
"452342","Purple Hearts Canvas Wall Art 3pk 20 x 60cm","Arthouse",0.88
"452347","Watering Can Canvas Wall Art 30 x 30cm","Arthouse",0.88
"452351","Red Tulip Basket Canvas Wall Art 48 x 48cm","Arthouse",0.88
"452355","Pink Floral Canvas Wall Art 30 x 30cm","Arthouse",0.88
"454496","Glitterati Buddha 3D Wall Art Gold 60 x 60cm","Arthouse",0.88
"454498","Glitterati Blossom and Birds 3D Wall Art 60 x 60cm","Arthouse",0.88
"454499","Glitterati Butterflies 3D Wall Art 60 x 60cm","Arthouse",0.88
"454501","Glitterati Dahlia 3D Wall Art CopperColoured 60x60cm","Arthouse",0.88
"ap00045","Spa Montage Set of 3 20 x 20cm each","Arthouse",0.81
