"Article","Web Description","Brand","Type","DQ Score"
"439951","Emoji Premium A5 Notebook","Emoji","Notebooks",1
"439952","Emoji Exercise Book 3pk","Emoji","Exercise Books",1
"439953","Emoji Novelty Erasers","Emoji","Erasers",1
"439954","Emoji Stationery Set 5pcs","Emoji","Stationery Sets",1
"439955","Emoji Barrel Pencil Case","Emoji","Pencil Case",1
"439956","Emoji Shaped Sticky Notes","Emoji","Sticky Notes",1
"439957","Emoji Gel Pens 4pk","Emoji","Gel Pens",1
