"Article","Web Description","Brand","Type","Colour","Pack Qty","DQ Score"
"298521","Wilko Ceramic Tumbler White","Wilko","Tumblers","White","1",1
"310521","Wilko Tumbler Sandstone Effect","Wilko","Tumblers","Cream","1",1
"310530","Wilko Glass and Holder Paris Collection","Wilko","Tumblers","Silver","1",1
"327641","Wilko Mosaic Tumbler Silver","Wilko","Tumblers","Silver","1",1
