"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"267700","Rimmel Extra Super Lash Mascara Black","Rimmel","Mascara","1","8ml",1
"268405","Rimmel Extra Super Lash Mascara Brown Black","Rimmel","Mascara","1","8ml",1
"268426","Rimmel 100% Waterproof Mascara Black","Rimmel","Mascara","1","8ml",1
"269130","Rimmel 100 Percent Waterproof Mascara Brown","Rimmel","Mascara","1","8ml",1
"270421","Rimmel 1000 Kisses LipLiner Capuccino","Rimmel","Lip Liner","1","1.2g",1
"270488","Rimmel Professional Eyebrow Pencil Dark Brown","Rimmel","Brows","1","1.4g",1
"270490","Rimmel Professional Eyebrow Pencil Black/Brown","Rimmel","Brows","1","1.4g",1
"270493","Rimmel Soft Kohl Eye Pencil Sable Brown","Rimmel","Eye Liner","1","1.2g",1
"270495","Rimmel Soft Kohl Eye Pencil Jungle Green","Rimmel","Eye Liner","1","1.2g",1
"270496","Rimmel Soft Kohl Eye Pencil Jet Black","Rimmel","Eye Liner","1","1.2g",1
"270497","Rimmel Soft Kohl Eye Pencil Stormy Grey","Rimmel","Eye Liner","1","1.2g",1
"280948","Rimmel Exaggerate Eye Definer Noir Waterproof","Rimmel","Eye Liner","1",".28g",1
"280965","Rimmel Clear Complex Powder Transparent","Rimmel","Powder Foundation","1","16g",1
"280967","Rimmel Natural Bronzer Sun Bronze","Rimmel","Bronzer","1","14g",1
"280969","Rimmel Natural Bronzer Sun Glow","Rimmel","Bronzer","1","14g",1
"284315","Rimmel Stay Matte Powder Peach Glow","Rimmel","Powder Foundation","1","14g",1
"284318","Rimmel Stay Matte Powder Silky Beige","Rimmel","Powder Foundation","1","14g",1
"284416","Rimmel Volume Flash x10 Mascara Black","Rimmel","Mascara","1","8ml",1
"291098","Rimmel Match Perfect Concealer Classic Beige","Rimmel","Concealer","1","15ml",1
"291099","Rimmel Match Perfect Concealer Soft Beige","Rimmel","Concealer","1","15ml",1
"291100","Rimmel Match Perfect Concealer Ivory","Rimmel","Concealer","1","15ml",1
"295117","Rimmel Lasting Finish Lipstick Drop of Sherry","Rimmel","Lipstick","1","4g",1
"295118","Rimmel Lasting Finish Lipstick Heather Shim","Rimmel","Lipstick","1","4g",1
"295120","Rimmel Lasting Finish Lipstick Asia","Rimmel","Lipstick","1","4g",1
"295121","Rimmel Lasting Finish Lipstick Amethyst","Rimmel","Lipstick","1","4g",1
"295127","Rimmel Lasting Finish Lipstick Sugar Plum","Rimmel","Lipstick","1","4g",1
"295129","Rimmel Lasting Finish Lipstick Nude Pink","Rimmel","Lipstick","1","4g",1
"295130","Rimmel Lasting Finish Lipstick Coral in Gold","Rimmel","Lipstick","1","4g",1
"295131","Rimmel Lasting Finish Lipstick Birthday Suit","Rimmel","Lipstick","1","4g",1
"295132","Rimmel Lasting Finish Lipstick Coffee","Rimmel","Lipstick","1","4g",1
"301339","Rimmel Lasting Finish Foundation Soft Beige","Rimmel","Liquid Foundation","1","30ml",1
"312583","Rimmel Kate Lasting Finish Lipstick 001","Rimmel","Lipstick","1","4g",1
"312584","Rimmel Kate Lasting Finish Lipstick 005","Rimmel","Lipstick","1","4g",1
"318720","Rimmel Wake me up Foundation Ivory","Rimmel","Liquid Foundation","1","30ml",1
"318721","Rimmel Wake Me Up Foundation True Ivory","Rimmel","Liquid Foundation","1","30ml",1
"318722","Rimmel Wake me up Foundation Soft Beige","Rimmel","Liquid Foundation","1","30ml",1
"325936","Rimmel Precious Stones Nail Polish Diamond Dust","Rimmel","Nail Polish","1","8ml",1
"325944","Rimmel Mono Blush Live Pink","Rimmel","Blusher","1","5g",1
"325946","Rimmel Mono Blush Pink Rose","Rimmel","Blusher","1","5g",1
"332756","Rimmel Scandal Eyes Eyeshadow Black Mail","Rimmel","Eye Shadow","1","3.25g",1
"332759","Rimmel Scandal Eyes Eyeshadow Bad Bronze","Rimmel","Eye Shadow","1","3.25g",1
"332782","Rimmel Exaggerate Liquid Liner Black Waterproof","Rimmel","Eye Liner","1","12ml",1
"333668","Rimmel Endless Accelerator Mascara Black","Rimmel","Mascara","1","12ml",1
"334876","Rimmel Ultra Shine Top Coat","Rimmel","Nail Polish","1","12ml",1
"340164","Rimmel Stay Matte Found True Ivory","Rimmel","Liquid Foundation",NA,NA,1
"340235","Rimmel Stay Matte Foundation Soft Beige","Rimmel","Liquid Foundation",NA,NA,1
"340237","Rimmel Stay Matte Found Ivory","Rimmel","Liquid Foundation",NA,NA,1
"340238","Rimmel Stay Matte Foundation Classic Beige","Rimmel","Liquid Foundation",NA,NA,1
"346624","Rimmel Stay Matte Found Light Porcelain","Rimmel","Liquid Foundation",NA,NA,1
"400614","Rimmel Wonder'Full Mascara","Rimmel","Mascara","1","11ml",1
"432702","Rimmel Super Gel Nail Polish Top Coat","Rimmel","Nail Polish","1","12ml",1
"432703","Rimmel Super Gel Nail Polish Grape Sorbet","Rimmel","Nail Polish","1","12ml",1
"432704","Rimmel Super Gel Nail Polish Urban Purple","Rimmel","Nail Polish","1","12ml",1
"432706","Rimmel Super Gel Nail Polish Darling Dahlia","Rimmel","Nail Polish","1","12ml",1
"432708","Rimmel Super Gel Nail Polish Red Ginger","Rimmel","Nail Polish","1","12ml",1
"432710","Rimmel Super Gel Nail Polish Cocktail Passion","Rimmel","Nail Polish","1","12ml",1
"432711","Rimmel Super Gel Nail Polish New Romantic","Rimmel","Nail Polish","1","12ml",1
"432712","Rimmel Super Gel Nail Polish Perfect Posy","Rimmel","Nail Polish","1","12ml",1
"432713","Rimmel Super Gel Nail Polish Punk Rock","Rimmel","Nail Polish","1","12ml",1
"432714","Rimmel Super Gel Nail Polish Venus","Rimmel","Nail Polish","1","12ml",1
"432721","Rimmel Instaflawless Light","Rimmel","Priming and Setting",NA,NA,1
"432722","Rimmel Kate Sculpting Kit 002","Rimmel","Contouring",NA,NA,1
"432723","Rimmel Volume Colourist Mascara Black","Rimmel","Mascara","1","11ml",1
"432724","Rimmel Volume Colourist Mascara Extreme Black","Rimmel","Mascara","1","11ml",1
"432726","Rimmel Supercurler Mascara Extreme Black","Rimmel","Mascara","1","12ml",1
"432728","Rimmel Calligraphy Pen Liner Black","Rimmel","Eye Liner","1","1ml",1
"432729","Rimmel Calligraphy Pen Liner Blue","Rimmel","Eye Liner","1","1ml",1
"453463","Rimmel BB Cream 9in1 Skin Perfecting SPF15 Light30ml","Rimmel","BB Cream",NA,NA,1
"453464","Rimmel BB Cream 9in1 Skin Perfecting SPF15 Medium30ml","Rimmel","BB Cream",NA,NA,1
"453469","Rimmel Volume Shake Mascara","Rimmel",NA,NA,NA,1
