"PSA_1","PSA_2","Article","Web Description","Brand","DQ Score"
"SBK","DES","434303","Uni Ball Signo Broad Gel Rollerball PenMetallic Gold","Uni-ball",0.95
"SBK","DES","434308","Uni Ball Signo Broad Gel Rollerball PenMetallic Green","Uni-ball",0.95
"SBK","DES","260573","Pen Retractable Fine Black","Wilko",0.88
"SBK","DES","260311","Wilko Wooden Pencils 10pk","Wilko Functional",0.81
"SBK","DES","260399","Wilko Bingo Marker Red","Wilko Functional",0.81
"SBK","DES","260402","Wilko Bingo Marker Black","Wilko Functional",0.88
"SBK","DES","260723","Wilko Ball Point Pen Assorted Colours 10pk","Wilko Functional",0.81
"SBK","DES","417036","Z-Grip Black 10pk","Zebra",0.74
"SBK","DES","432296","Z-Grip Smooth Black","Zebra",0.81
"SBK","GIF","410964","Despicable Me Roll Wrap","Minions",0.783333333333333
"SBK","GIF","348765","Giftwrap Hip Hip Hooray 2 Sheets 2 Tags","Wilko",0.891666666666667
"SBK","KFL","421480","Tsum Tsum Exercise Book A5","Disney",0.95
"SBK","KFL","421481","Tsum Tsum Memo Block","Disney",0.95
"SBK","KFL","421482","Tsum Tsum Sticky Notes","Disney",0.95
"SBK","KFL","421483","Tsum Tsum Character Pen","Disney",0.95
"SBK","KFL","421484","Tsum Tsum Mini Erasers 12pk","Disney",0.95
"SBK","KFL","421486","Tsum Tsum Totem Pencil with Erasers","Disney",0.8625
"SBK","KFL","421487","Tsum Tsum Barrel Pencil Case","Disney",0.95
"SBK","KFL","439944","Finding Dory A5 Notebook","Disney",0.95
"SBK","KFL","439945","Finding Dory Stationery Set","Disney",0.9
"SBK","KFL","439946","Finding Dory Colour Pen","Disney",0.95
"SBK","KFL","439947","Finding Dory Barrel Pencil Case","Disney",0.95
"SBK","KFL","439948","Finding Dory Bumper School Pack","Disney",0.95
"SBK","KFL","439949","Finding Dory Gel Pens 4pk","Disney",0.95
"SBK","KFL","439950","Finding Dory Filled Pencil Case","Disney",0.9
"SBK","KFL","440094","Teenage Mutant Ninja Turtles 10 Colour Pen","Nickelodeon",0.95
"SBK","KFL","440095","Turtles PVC Barrel Pencil Case","Nickelodeon",0.95
"SBK","KFL","440096","Turtles Mini Erasers 12pk","Teenage Mutant Ninja Turtles",0.95
"SBK","KFL","440097","Turtles Pop Up Pencils 4pk","Teenage Mutant Ninja Turtles",0.95
"SBK","KFL","440098","Turtles Pencils and Toppers 3pk","Teenage Mutant Ninja Turtles",0.95
"SBK","KFL","440099","Turtles A5 Hardback Spiral Notebook","Teenage Mutant Ninja Turtles",0.95
"SBK","KFL","440100","Turtles Stationery Set Ball Pen 5pcs","Teenage Mutant Ninja Turtles",0.95
"SBK","KFL","253116","Wilko Crayons 6pk","Wilko Functional",0.6
"SBK","KID","453625","Creative Dot to Dot","Igloo",0.6
"SBK","KID","453626","Creative Moments Adult Colouring Book","Igloo",0.6
"SBK","KID","316515","Chalks White Pack of 12","Wilko",0.88
"SBK","KID","433080","Fridge Art Assorted","Wilko",0.6
"SBK","KID","253457","Wilko A3 Activity Paper 45pk Assorted Colours","Wilko Functional",0.95
"SBK","KID","253462","Wilko White Paper Roll 5m","Wilko Functional",0.6
"SBK","NOT","348714","Pukka Half Tone Project Book Lined C B","Pukka Pad",0.8625
"SBK","NOT","348715","Pukka Project Book A5 Pink Blue","Pukka Pad",0.95
"SBK","NOT","348718","Pukka Refill Lined Pad 160 pages A4 C B","Pukka Pad",0.8625
"SBK","NOT","432020","042F Memo Book 72 Pages","Silvine",0.95
"SBK","OFF","431997","NU Era Brights Ringbinder","Nuco",0.95
"SBK","OFF","432794","NU Era Brights Lever Arch File","Nuco",0.95
"SBK","OFF","319034","Wilko A4 Punched Pockets Clear 50pk","Pukka Pad",0.891666666666667
"SBK","OFF","432094","Ringbinder A4 Envy Spine 40 2 Rings","Pukka Pad",0.833333333333333
"SBK","OFF","432096","Maxi Lever Arch File Envy 2 Rings","Pukka Pad",0.833333333333333
"SBK","OFF","131456","Lever Arch File A4 Teal","Wilko",0.833333333333333
"SBK","OFF","130606","Document Wallets Assorted Colours 5pk","Wilko Functional",0.891666666666667
"SBK","PAR","441364","Princess Plates 23cm 8pk","Disney",0.891666666666667
"SBK","PAR","441365","Princess Plastic Cup 8pk","Disney",0.891666666666667
"SBK","PAR","441366","Princess Napkins 20pk","Disney",0.891666666666667
"SBK","PAR","441367","Princess Tablecover","Disney",0.891666666666667
"SBK","PAR","441368","Princess Party Bags 6pk","Disney",0.891666666666667
"SBK","PAR","441369","Princess Party Invitations 6pk","Disney",0.891666666666667
"SBK","PAR","441370","Finding Dory Plates 23cm 8pk","Pixar",0.891666666666667
"SBK","PAR","441371","Finding Dory Plastic Cups 8pk","Pixar",0.891666666666667
"SBK","PAR","441372","Finding Dory Napkins 20pk","Pixar",0.891666666666667
"SBK","PAR","441373","Finding Dory Tablecover","Pixar",0.891666666666667
"SBK","PAR","441374","Finding Dory Party Bags 6pk","Pixar",0.891666666666667
"SBK","PAR","441375","Finding Dory Party Invitations 6pk","Pixar",0.95
"SBK","PAR","441445","Turtles Plates 8pk","Teenage Mutant Ninja Turtles",0.833333333333333
"SBK","PAR","441446","Turtles Napkins 20pk","Teenage Mutant Ninja Turtles",0.833333333333333
"SBK","PAR","441447","Turtles Tablecover","Teenage Mutant Ninja Turtles",0.833333333333333
"SBK","PAR","441448","Turtles Lootbags","Teenage Mutant Ninja Turtles",0.833333333333333
"SBK","PAR","441449","Turtles Cups 8pk","Teenage Mutant Ninja Turtles",0.833333333333333
"SBK","PAR","441450","Turtles Party Invitations 6pk","Teenage Mutant Ninja Turtles",0.833333333333333
"SBK","PAR","162266","True Love Wedding Confetti","Unique Party",0.95
"SBK","PAR","334318","Donkey Pinata","Unique Party",0.775
"SBK","PAR","413666","Bats and Balls Party Favours 4pk","Unique Party",0.88
"SBK","PAR","413667","Noses and Glasses Party Favours 4pk","Unique Party",0.88
"SBK","PAR","413668","Winner Medals Party Favours 4pk","Unique Party",0.88
"SBK","PAR","413670","Yoyos Party Favours 4pk","Unique Party",0.88
"SBK","PAR","413671","Spinning Tops Party Favours 4pk","Unique Party",0.88
"SBK","PAR","413672","Swirl Ball Chaser Party Favour 4pk","Unique Party",0.88
"SBK","PAR","413673","Bouncy Balls Party Favour 4pk","Unique Party",0.88
"SBK","PAR","413674","Parachute Men 4pk","Unique Party",0.88
"SBK","PAR","413679","Water Bombs Small Bag 165pk","Unique Party",0.88
"SBK","PAR","413680","Punch Ball Favours 4pk","Unique Party",0.88
"SBK","PAR","413726","Balloon Weight Iridescent","Unique Party",0.88
"SBK","PAR","413727","Curling Ribbon Iridescent","Unique Party",0.95
"SBK","PAR","413730","Glitter Happy Birthday Pick Candles","Unique Party",0.95
"SBK","PAR","413741","Party Cannon 30cm","Unique Party",0.88
"SBK","PAR","413744","Pinata Blindfold and Pinata Buster","Unique Party",0.891666666666667
"SBK","PAR","413768","Pirate Ship Pinata","Unique Party",0.891666666666667
"SBK","PAR","413793","Princess Castle Pinata","Unique Party",0.6
"SBK","PAR","441388","Finding Dory 3D Pinata","Unique Party",0.891666666666667
"SBK","PAR","441389","Kylo Ren 3D Pinata","Unique Party",0.891666666666667
"SBK","PAR","441390","Unique Mini Wands Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441391","Unique Snap Cards Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441392","Unique Princess Notebook Pencil Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441393","Unique Pirate Notebook Pencil Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441394","Unique Wiggly Snakes Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441396","Unique Heart Bracelet Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441397","Unique Springy Alien Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441399","Unique Moustache Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441401","Unique Flying Jets Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441568","Unique Princess Party Favours Bag 24pk","Unique Party",0.95
"SBK","PAR","441569","Pirate Favour Bag 24pcs","Unique Party",0.95
"SBK","PAR","441570","Unique Activity Party Favours Bag 24pk","Unique Party",0.95
"SBK","PAR","441571","Unique Stationery Party Favours Bag 24pk","Unique Party",0.95
"SBK","PAR","441572","Unique Princess Gel Glitter Bracelet Party Favours4pk","Unique Party",0.95
"SBK","PAR","441573","Unique Handclapper Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441574","Unique Water Pistol Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441576","Unique Princess Bubble Wand Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441577","Unique Dinosaur Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441578","Unique Foam Balls Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441580","Unique Crayons Party Favours 4pk","Unique Party",0.95
"SBK","PAR","441581","Unique Chevron Happy Birthday Tableware Party Pack","Unique Party",0.88
"SBK","PAR","441582","Unique Princess Tableware Party Party Pack","Unique Party",0.88
"SBK","PAR","441583","Unique Football Tableware Party Pack","Unique Party",0.88
"SBK","PAR","441585","Unique Tableware Party Pack Purple Chevron","Unique Party",0.88
"SBK","PAR","441586","Unique Tableware Party Pack Teal Chevron","Unique Party",0.88
"SBK","PAR","441587","Unique Tableware Party Pack Grey Chevron","Unique Party",0.88
"SBK","PAR","441589","Unique Tableware Party Pack Gold","Unique Party",0.88
"SBK","PAR","441590","Unique Tableware Party Pack Silver","Unique Party",0.88
"SBK","PAR","441592","Unique Tableware Party Pack Black","Unique Party",0.88
"SBK","PAR","441594","Unique Polka Dot Tableware Party Pack Powder Blue","Unique Party",0.88
"SBK","PAR","441595","Unique Polka Dot Tableware Party Pack Pink","Unique Party",0.88
"SBK","PAR","441596","Unique Polka Dot Tableware Party Pack Red","Unique Party",0.88
"SBK","PAR","444686","Crepe Streamer 8ft Red","Unique Party",0.95
"SBK","PAR","413706","Sorry You're Leaving Foil Banner 3.6m","Wilko",0.95
"SBK","PAR","413707","Congratulations Foil Banner 3.6m","Wilko",0.95
"SBK","PAR","413708","Good Luck Foil Banner 3.6m","Wilko",0.95
"SBK","PAR","413729","Giant Personalised Banner","Wilko",0.95
"SBK","PAR","413732","Party Poppers 30pk","Wilko",0.88
"SBK","PAR","413733","Sparkler Candles","Wilko",0.88
"SBK","PAR","413734","Ice Fountain 2pk","Wilko",0.88
"SBK","PAR","413742","Generic Blowouts 4pk","Wilko",0.88
"SBK","PAR","413745","Party Hats 6pk","Wilko",0.88
"SBK","PAR","413770","Pirate Balloons 6pk","Wilko",0.88
"SBK","PAR","413786","Princess Award Ribbon Badge","Wilko",0.833333333333333
"SBK","PAR","413795","Princess Balloons 6pk","Wilko",0.81
"SBK","PAR","413808","Party Bubbles 4pk","Wilko",0.833333333333333
"SBK","PAR","414411","Heart Shaped Balloons Red 5pk","Wilko",0.81
"SBK","PAR","414412","Assorted Shape Balloons 50pk","Wilko",0.81
"SBK","PAR","414413","Pearlised Balloons Multi 8pk","Wilko",0.81
"SBK","PAR","414415","Neon Balloons Multi 8pk","Wilko",0.81
"SBK","SPC","337719","Who's Hiding 1001 Things to Find at Christmas","Igloo",0.6
"SBK","SPC","406507","Christmas Themed Picture Storybook Assortment","Igloo",0.6
"SBK","SPC","423052","Kids Hobby Tins Street Magic","Igloo",0.6
"SBK","SPC","423053","Kids Hobby Tins Beads & Charms","Igloo",0.6
"SBK","SPC","423054","Kids Hobby Tins Amazing Balloon Modelling","Igloo",0.6
"SBK","SPC","423055","Glitter Box My First Beauty Set","Igloo",0.6
"SBK","SPC","440904","Creative Tin Extra Enchanting Nature","Igloo",0.6
"SBK","SPC","440905","Creative Tin Extra Soothing Patterns","Igloo",0.6
"SBK","SPC","440916","Book & Plush Santa's Little Elf","Igloo",0.81
"SBK","SPC","440917","My Glow in The Dark Space Set","Igloo",0.6
"SBK","SPC","440925","Colouring Fun Deluxe Assortment","Igloo",0.6
"SBK","SPC","440927","Xmas Themed Wobbly Eyes Book Assortment","Igloo",0.6
"SBK","SPC","440496","Craft Crazy Ribbons 4 x 1m Asst","Wilko",0.6
