"Article","Web Description","Brand","DQ Score"
"342836","Disposable Coverall Large","Draper",0.75
"160827","Thompsons uPVC Restorer 480ml","Thompson's",0.75
"281756","Atlas Plumb Bob","Wilko",0.75
"159223","Wilko Decorator Disposable Gloves Polythene One Size 25pk","Wilko Functional",0.85
"2702940","Wilko Decorators Sponge 14cm x 10cm x 3.5cm","Wilko Functional",0.8
"2784040","Paste Table with Hardboard Top","Wilko Functional",0.8
"287561","Wilko Sandpaper Assorted Grades Pack x 10 sheets","Wilko Functional",0.85
"287952","Wilko General Purpose Wire Brush","Wilko Functional",0.75
"309327","Wilko Decorating Tool Set","Wilko Functional",0.8
"343811","Wilko Polythene Dust Sheet 12x9ft","Wilko Functional",0.8
