"Article","Web Description","Brand","Type","Colour","Power","Size","Model Number","DQ Score"
"433371","Daewoo Aqua Glass Kettle 1.8L","Daewoo","Glass Kettles",NA,"2520-3000W","1.8L","SDA1207",0.891666666666667
"457099","Quest LED Illuminated Kettle White","Quest","Kettles","White","2200w",NA,"35930",0.941666666666667
"418911","Wilko Colourplay Kettle Black","Wilko","Jug Kettles",NA,"3KW",NA,NA,0.825
"418912","Wilko Colourplay Kettle Red","Wilko","Jug Kettles",NA,"3KW",NA,NA,0.825
"418913","Wilko Colourplay Kettle Purple","Wilko","Jug Kettles",NA,"3KW",NA,NA,0.825
"316169","Wilko Functional Cordless Kettle White 1.7L","Wilko Functional","Jug Kettles","White",NA,"1.7L",NA,0.883333333333333
