"Article","Web Description","Brand","Type","Colour","Size","DQ Score"
"457095","Quest Travel Kettle White 0.5L","Quest","Travel Kettle","White","0.5L",1
"457096","Quest Travel Kettle Black 0.5L","Quest","Travel Kettle","Black","0.5L",1
"439555","Tower Kettle Polished Stainless Steel 1.7L T10002P","Tower","Jug Kettles","Metal","1.7l",1
"448405","Tower Linear Kettle Stainless Steel 1.7L T10009","Tower","Jug Kettles","Metal","1.7L",1
"448406","Tower 1.7L Jug Kettle T10011","Tower","Jug Kettles","Black","1.7L",1
"427872","Wilko Kettle Dome Type Open Handled Black","Wilko","Dome Kettles","Black","25cm x 21cm x 20cm",1
"452989","Wilko Kettle Ribbed Deisgn Silver 1.7L","Wilko","Jug Kettles","Silver","1.7L",1
"452994","Wilko Kettle Dome Stainless Steel 1.7L","Wilko","Kettles","Silver","1.7L",1
