"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"328367","Burgess Sensitive Premium Hypoallergenic Puppy Complete Turkey and Rice 12.5kg","Burgess","Puppy Food",NA,"12.5kg",0.9125
"302161","Iams Dry Dog Food Chicken for Puppys and SmallDogs 1kg","Iams","Puppy Food",NA,"1kg",0.9125
"314260","Iams Proactive Nutrition Puppy and Junior Small and Medium Breed Rich Roast Chicken 3kg","Iams","Puppy Food",NA,"3kg",0.9125
"334137","Kong Puppy Chewing Dog Toy Large","Kong","Puppy Toys",NA,"Large",0.9125
"314710","Rosewood Pet Products My Word Catch Bone","My Word","Puppy Toys","1",NA,0.9125
"314711","Rosewood Pet Products My Word Catch Ball Pink","My Word","Puppy Toys","1",NA,0.9125
"252389","Pedigree Tinned Puppy Food Chicken Poultry andLamb with Rice in Jelly 6 x 400g","Pedigree","Puppy Food",NA,"400g",0.9125
"405665","Pedigree Pouch Puppy Food in Jelly 12 x 100g","Pedigree","Puppy Food","12",NA,0.9125
"303587","Pet Qwerks, Inc. Doggy IncrediBubbles Peach Flavored","Pet Qwerks","Puppy Toys","1",NA,0.9125
"303572","Wilko Play Fun and Play Toy for Puppy Assorted","Wilko","Puppy Toys",NA,NA,0.825
