"Article","Web Description","Brand","DQ Score"
"351875","Satin Care Shave Gel Sensitive 75ml","Gillette",0.95
"403078","Elvive Shampoo Colour Protect 50ml","L'Oreal",0.8625
"403079","Elvive Conditioner Colour Protect 50ml","L'Oreal",0.95
"451134","WetOnes Be Fresh 12s","Wet Ones",0.8625
