"Article","Web Description","Brand","DQ Score"
"169920","Loreal Studio Line Style Rework 150ml","L'Oreal",0.88
"338316","Studio Mineral Control Invisi'gel 150ml","L'Oreal",0.88
"290255","Schwarzkpf Got2Be Volumising Hairspray2 Sexy 300ml","Schwarzkopf",0.95
"290256","Schwarzkkopf Got2Be Heat Protection SprayGuardian Angel 220c 200ml","Schwarzkopf",0.95
"212608","Silvikrin Classic Hairspray Maximum Hold 400ml","Wella",0.95
"236472","Silvikrin Classic Hairspray Firm Hold 400ml","Wella",0.95
"236643","Silvikrin Natural Hold Hairspray 75ml","Wella",0.95
"236645","Silvikrin Classic Hairspray Firm Hold 75ml","Wella",0.95
"69396","Silvikrin Classic Hairspray Natural Hold 400ml","Wella",0.88
"69397","Silvikrin Classic Hairspray Firm Hold 250ml","Wella",0.81
"69398","Silvikrin Classic Hairspray Maximum Hold 250ml","Wella",0.88
