"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"317732","Wilko Colourplay Gauntlet Oven GloveBlack","Wilko","Oven Gloves","Black","1",NA,0.93
"319069","Wilko Colourplay Adult Apron Black","Wilko","Aprons","Black","1",NA,0.93
"319585","Wilko Colourplay Placemat Cream 30 x 40cm","Wilko","Placemats","Cream",NA,"30x40cm",0.93
"319590","Wilko Colourplay Placemat Black30 x 40cm","Wilko","Placemats","Black",NA,"30x40cm",0.93
"319609","Wilko Colourplay Table Runner Black30 x 180cm","Wilko","Table Runners","Black",NA,"130x180cm",0.93
"319631","Wilko Seat Pad Black","Wilko","Seat Pads","Black",NA,"L43CM W43CM H5CM",0.93
"319632","Wilko Seat Pad Red","Wilko","Seat Pads","Red",NA,"L43CM W43CM H5CM",0.93
"319633","Wilko Seat Pad Cream","Wilko","Seat Pads","Cream",NA,"L43CM W43CM H5CM",0.93
"427753","Wilko Utility Faux Leather Reversible PlacematsBlack and Grey 2pk","Wilko","Placemats",NA,NA,NA,0.79
"427942","Wilko Tablecloth Black and White Check132 x 178cm","Wilko","Table Cloths",NA,NA,NA,0.79
"427943","Wilko Tablecloth Green Spot 132 x 178cm","Wilko","Table Cloths",NA,NA,NA,0.79
"436216","Wilko Cotton Apron Reminisce Design","Wilko","Aprons",NA,NA,NA,0.79
"436217","Wilko Cotton Oven GloveReminisce Design","Wilko","Oven Gloves",NA,NA,NA,0.79
"436218","Wilko Cotton Double Oven GloveReminisce Design","Wilko","Oven Gloves",NA,NA,NA,0.79
