"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Material","DQ Score"
"287790","Wilko Firenze Curtain Pole Extendable Black125 - 215cm","Wilko","Extendable Pole","Black","1","125-215cm",NA,0.941666666666667
"287791","Wilko Firenze Curtain Pole Extendable Black170 - 300cm","Wilko","Extendable Pole","Black",NA,"170-300cm",NA,0.883333333333333
"287792","Wilko Firenze Curtain Pole Extendable SilverEffect 125 - 215cm","Wilko","Extendable Pole","Silver",NA,"125-215cm",NA,0.883333333333333
"287793","Wilko Firenze Curtain Pole Extendable SilverEffect 170 - 300cm","Wilko","Extendable Pole","Silver",NA,"170-300cm",NA,0.883333333333333
"287796","Wilko Arezzo Curtain Pole Extendable Satin SilverEffect 100 - 180cm","Wilko","Extendable Pole","Silver",NA,"100-180cm",NA,0.883333333333333
"287797","Wilko Arezzo Curtain Pole Extendable Satin SilverEffect 150 - 280cm","Wilko","Extendable Pole","Metal",NA,"150-280cm",NA,0.883333333333333
"287798","Wilko Arezzo Curtain Pole Extendable Antique BrassEffect 100 - 180cm","Wilko","Extendable Pole","Metal",NA,"100-180cm",NA,0.883333333333333
"287799","Wilko Arezzo Curtain Pole Extendable Antique BrassEffect 150 - 280cm","Wilko","Extendable Pole","Metal","1","150-280cm",NA,0.941666666666667
"287804","Wilko Tivoli Curtain Pole Extendable Antique BrassEffect 125 - 215cm","Wilko","Extendable Pole","Metal","1","125-215cm",NA,0.941666666666667
"287805","Wilko Tivoli Curtain Pole Extendable Antique BrassEffect 170 - 300cm","Wilko","Extendable Pole","Metal",NA,"170-300cm",NA,0.883333333333333
"287806","Wilko Tivoli Curtain Pole Extendable Satin SilverEffect 125 - 215cm","Wilko","Extendable Pole","Metal",NA,"125-215cm",NA,0.883333333333333
"287807","Wilko Tivoli Curtain Pole Extendable Satin SilverEffect 170 - 300cm","Wilko","Extendable Pole","Metal",NA,"170-300cm",NA,0.883333333333333
"326603","Wilko Firenze Curtain Pole Extendable Cream 170 -300cm","Wilko","Extendable Pole","Cream",NA,"170-300cm","Steel",0.941666666666667
"430826","Wilko Cream Heart Curtain Pole 120 - 210cm","Wilko","Extendable Pole",NA,"1","13-16mm x 120-210cm","Steel and plastic",0.941666666666667
"430827","Wilko Cream Heart Curtain Pole 150 - 280cm","Wilko","Extendable Pole",NA,"1","13-16mm x 150-280cm","Steel and Plastic",0.941666666666667
"430830","Wilko Cream Ball Curtain Pole 120 - 210cm","Wilko","Extendable Pole",NA,"1","13-16mm x 120-210cm","Steel and plastic",0.941666666666667
"430831","Wilko Cream Ball Curtain Pole 150 - 280cm","Wilko","Extendable Pole",NA,"1","13-16mm x 150-280cm","Steel and plastic",0.941666666666667
"430832","Wilko Black Ball Curtain Pole 120 - 210cm","Wilko","Extendable Pole",NA,"1","13-16mm x 120-210cm","Steel and plastic",0.941666666666667
"430833","Wilko Black Ball Curtain Pole 150 - 280cm","Wilko","Extendable Pole",NA,"1","13-16mm x 150-280cm","Steel and plastic",0.941666666666667
"430834","Wilko Silver Ball Curtain Pole 120 - 210cm","Wilko","Extendable Pole",NA,"1","13-16mm x 120-210cm","Steel and plastic",0.941666666666667
"430835","Wilko Silver Ball Curtain Pole 150 - 280cm","Wilko","Extendable Pole",NA,"1","13-16mm x 150-280cm","Steel and plastic",0.941666666666667
"430836","Wilko Glass Extending S/Silver 120 - 210cm","Wilko","Extendable Pole",NA,"1","25- 28mm x 120-210cm","Steel",0.941666666666667
"430837","Wilko Glass Extending S/Silver 170 - 300cm","Wilko","Extendable Pole",NA,"1","25-28mm x 170-300cm","Steel",0.941666666666667
"430838","Wilko Glass Ball Chrome Extendable 120 - 210cm","Wilko","Extendable Pole",NA,"1","25- 28mm x 120-210cm","Steel",0.941666666666667
"430839","Wilko Glass Ball Chrome Extendable 170 - 300cm","Wilko","Extendable Pole",NA,"1","25-28mm x 170-300cm","Steel",0.941666666666667
"430840","Wilko Antique Brass Ball Extendable 120 - 210cm","Wilko","Extendable Pole",NA,"1","25- 28mm x 120-210cm","Steel",0.941666666666667
"430841","Wilko Antique Brass Ball Extendable 170 - 300cm","Wilko","Extendable Pole",NA,"1","25-28mm x 170-300cm","Steel",0.941666666666667
"430842","Wilko Chrome Ball Extendable 120 - 210cm","Wilko","Extendable Pole",NA,"1","25- 28mm x 120-210cm","Steel",0.941666666666667
"430843","Wilko Chrome Ball Extendable 170 - 300cm","Wilko","Extendable Pole",NA,"1","25-28mm x 170-300cm","Steel",0.941666666666667
"430844","Wilko Satin Silver Ball Extendable 120 - 210cm","Wilko","Extendable Pole",NA,"1","25- 28mm x 120-210cm","Steel",0.941666666666667
"430845","Wilko Satin Silver Ball Extendable 170 - 300cm","Wilko","Extendable Pole",NA,"1","25-28mm x 170-300cm","Steel",0.941666666666667
"453329","Wilko Barrel Curtain Pole Satin 120 - 210cm","Wilko","Extendable Pole",NA,"1","120-210x2.8cm","Metal",0.941666666666667
"453330","Wilko Barrel Curtain Pole Satin 170 - 300cm","Wilko","Extendable Pole",NA,"1","170-300x2.8cm",NA,0.883333333333333
"453331","Wilko Barrel Curtain Pole Graphite 120 - 210cm","Wilko","Extendable Pole",NA,"1","120-210x2.8cm","Metal",0.941666666666667
"453332","Wilko Barrel Curtain Pole Graphite 170 - 300cm","Wilko","Extendable Pole",NA,"1","170-300x2.8cm","Metal",0.941666666666667
"453333","Wilko Vienna Curtain Pole Satin Silver Colour120 - 210cm","Wilko","Extendable Pole",NA,"1","120-210x2.8cm","Metal",0.941666666666667
"453334","Wilko Vienna Curtain Pole SatinSilver Colour 170 - 300cm","Wilko","Extendable Pole",NA,"1","170-300x2.8cm","Metal",0.941666666666667
"453335","Wilko Vienna Curtain Pole AntiqueBrass Effect 120 - 210cm","Wilko","Extendable Pole",NA,"1","120-210x2.8cm","Metal",0.941666666666667
"453336","Wilko Vienna Curtain Pole AntiqueBrass Effect 170 -300cm","Wilko","Extendable Pole",NA,"1","170-300x2.8cm","Metal",0.941666666666667
"453337","Wilko Ares Curtain Pole Ares SatinSilver Colour 150cm","Wilko","Fixed Poles",NA,"1","150x2.8cm","Metal",0.941666666666667
"453338","Wilko Ares Curtain Pole SatinSilver Colour 200cm","Wilko","Fixed Poles",NA,"1","200x2.8cm","Metal",0.941666666666667
"453339","Wilko Ares Curtain Pole SatinSilver Colour 250cm","Wilko","Fixed Poles",NA,"1","250x2.8cm","Metal",0.941666666666667
"453340","Wilko Ares Curtain Pole SatinSilver Colour 300cm","Wilko","Fixed Poles",NA,"1","300x2.8cm","Metal",0.941666666666667
"453341","Wilko Ares Curtain Pole AntiqueBrass Effect 150cm","Wilko","Fixed Poles",NA,"1","150x2.8cm","Metal",0.941666666666667
"453342","Wilko Ares Curtain Pole Antique Brass 200cmBrass Effect 200cm","Wilko","Fixed Poles",NA,"1","200x2.8cm","Metal",0.941666666666667
"453343","Wilko Ares Curtain Pole AntiqueBrass Effect 250cm","Wilko","Fixed Poles",NA,"1","250x2.8cm","Metal",0.941666666666667
"453344","Wilko Ares Curtain Pole AntiqueBrass Effect 300cm","Wilko","Fixed Poles",NA,"1","300x2.8cm","Metal",0.941666666666667
