"Article","Web Description","Brand","Type","Colour","Pack Qty","Washable","Size","Material","DQ Score"
"311016","Wilko Fleece Throw Red 122 x 152cm","Wilko","Throw","Red","1","Washable","122 x 152cm","100% Polyester",1
"311448","Wilko Fleece Throw Cream 122 x 152cm","Wilko","Throw","Cream","1","Washable","122 x 152cm","100% Polyester",1
"327241","Wilko Duvet Set Double Waffle White","Wilko","Double Duvet Cover","White","1","Washable","Double","50% Polyester, 50% Cotton",1
"327253","Wilko Duvet Set Double Striped Naturals","Wilko","Double Duvet Cover","Cream","1","Washable","Double","52% Polyester, 48% Cotton",1
"327267","Wilko Duvet Set Double Waffle Cream","Wilko","Double Duvet Cover","Cream","1","Washable","Double","50% Polyester, 50% Cotton",1
"327273","Wilko Duvet Set King Leaf Design Green","Wilko","King Size Duvet Cover","Green","1","Washable","Kingsize","50% Polyester, 50% Cotton",1
"327429","Wilko Duvet Set Double Striped Green","Wilko","Double Duvet Cover","Green","1","Washable","Double","52% Polyester, 48% Cotton",1
"327430","Wilko Duvet Set King Striped Green","Wilko","King Size Duvet Cover","Green","1","Washable","Kingsize","52% Polyester, 48% Cotton",1
"340635","Wilko Duvet Set Double Rose Design Grey","Wilko","Double Duvet Cover","Grey","1",NA,"Double",NA,1
"350508","Wilko Duvet Set Single Heritage Butterfly","Wilko","Single Duvet Cover","Cream","1","Wash at 40","Single","Polyester Cotton",1
"350509","Wilko Duvet Set Double Heritage Butterfly","Wilko","Double Duvet Cover","Cream","1","Wash at 40","Double","Polyester Cotton",1
"350510","Wilko Duvet Set King Heritage Butterfly","Wilko","King Size Duvet Cover","Cream","1","Wash at 40","Kingsize","Polyester Cotton",1
"417739","Wilko Waffle Throw Chocolate 200 x 240cm","Wilko","Throws","Brown","1","Hand Wash Only","200 x 240cm","Polycotton",1
"456458","Wilko Chenille Throw Soft Pink 125 x 150cm","Wilko","Throws","Pink","1","Wash at 30","125x150cm","100% Polyester",1
"322786","Wilko Best Duvet Set Double Sateen Stripe White","Wilko Best","Double Duvet Cover","White","1","Washable","Double","100% Cotton",1
"326839","Wilko Best Duvet Set Double Sateen Stripe Cream","Wilko Best","Double Duvet Cover","Cream","1","Washable","Double","100% Cotton",1
"327036","Wilko Functional Duvet Set Single Cream","Wilko Functional","Single Duvet Cover","Cream","1","Washable","Single","52% Polyester, 48% Cotton",1
"327037","Wilko Functional Duvet Set Double Cream","Wilko Functional","Double Duvet Cover","Cream","1","Washable","Double","52% Polyester, 48% Cotton",1
"327038","Wilko Functional Duvet Set King Size Cream","Wilko Functional","King Size Duvet Cover","Cream","1","Washable","Kingsize","52% Polyester, 48% Cotton",1
