"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"278723","Dreamies Cat Treats Chicken 60g","Dreamies","Biscuit Treats",NA,"1","60g",0.93
"252490","Felix Kitten Food Plaice Lamb Cod and Chicken12 x 100g","Felix","Kitten Food 1-12 Months",NA,"12","100g",0.93
"314548","Felix As Good As It Looks Kitten Fish SelectionPouches Assorted 12 x 100g","Felix","Kitten Food 1-12 Months",NA,"12pk","100g",0.93
"436235","Felix As Good As It Looks Kitten Food MixedSelection in Jelly 12 x 100g","Felix","Kitten Food 1-12 Months",NA,"12","12x100g",0.93
"314543","Go-Cat Complete Kitten -1 Year with Chicken, Carrot and Milk Nuggets 2kg","Go Cat","Kitten Food 1-12 Months",NA,"1","2kg",0.88
"314868","Hills Science Plan Kitten Healthy Development Chicken 2kg","Hills","Kitten Food 1-12 Months",NA,"1","2kg",0.88
"314869","Hills Science Plan Kitten Healthy Development Chicken 400g","Hills","Kitten Food 1-12 Months",NA,"1","400g",0.88
"428289","Iams Delights Wet Cat Food in Gravy Kitten 12x85g","Iams","Kitten Food 1-12 Months",NA,"12","12x85kg",0.88
"454764","Perfect Fit Comp Dry Junior Chicken 750g","Perfect Fit","Bagged Food",NA,"1","750g",0.93
"314547","Purina One Kitten/Junior 1-12 Months Rich in Chicken with Rice 800g","Purina One","Kitten Food 1-12 Months",NA,"4pk","800g",0.93
"310064","Sherleys Worming Syrup 45ml","Sherleys","Flea and Worming Control",NA,NA,"45ml",0.86
"292462","Whiskas Complete Dry Kitten Food Chicken 340g","Whiskas","Kitten Food 1-12 Months",NA,"1","340g",0.93
"314493","Whiskas Kitten with Chicken up to 1 Year 2kg","Whiskas","Kitten Food 1-12 Months",NA,"1","2kg",0.93
"437598","Whiskas Kitten Food Pouch Poultry Selectionin Jelly 12 x 100g","Whiskas","Kitten Food 1-12 Months",NA,"12","12x100g",0.93
"192949","Wilko Cat Toy Fishing Rod Assorted Colours andDesigns","Wilko","Teaser Toys",NA,"1","One Size",0.93
"236692","Wilko Kitten Food Chicken Salmon Tuna Turkey inJelly 12 x 100g","Wilko","Kitten Food 1-12 Months",NA,"12","100g",0.93
"432733","Wilko Kitten Collar Snag Free Assorted Colours","Wilko","Collars",NA,"1","Small",0.93
