"Article","Web Description","Brand","DQ Score"
"173301","OzKleen Bath Power Bathroom Cleaner 500ml","Oz Kleen",0.8625
"215640","OzKleen Carpet Power Stain Remover 500ml","Oz Kleen",0.8625
"1159440","Caustic Soda 500g","Wilko",0.9
