"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"264999","JML Bobble Off","JML","Bobble Off","Multi","1",NA,0.93
"265268","JML Doktor Multi Purpose Cleaner","JML","Doktor Power","White","1",NA,0.93
"347333","JML Fast Fit Sticky Rollers 2pk","JML","Sticky Rollers","Multi","1",NA,0.93
"402301","JML Mantis Scratch Remover","JML","Scratch Remover","Green","1",NA,0.93
"405447","JML Finishing Touch Elite Personal Hair Remover","JML","Finishing Touch Elite",NA,"1",NA,0.86
"406670","JML Mineral Magic","JML","Magic Minerals ","Multi","1",NA,0.93
"412526","JML Dryer Balls 2pk","JML","Dryer Balls",NA,"2 pk",NA,0.86
"413205","JML Multi Purpose Radiator Duster","JML","RadiClean Duster",NA,"1",NA,0.86
"413876","JML Purrfect Arch Cat Groomer and Massaging Toy","JML","Purrfect Arch Toy",NA,"1",NA,0.86
"419917","JML Hover Ball Floating Ball","JML","Hoverball",NA,"1",NA,0.86
"419919","JML Phoenix Gold Iron 2200W","JML","Irons",NA,"1",NA,0.86
"422379","JML Sensor Bright Motion Activated LED Light","JML","Sensor Bright",NA,"1",NA,0.86
"429306","JML Dish Drying Mat Assorted Colours","JML","Dish Drying Mat",NA,"1",NA,0.86
"433558","JML Veggetti 2.0","JML","Veggetti 2.0",NA,"1",NA,0.86
"437228","JML Ped Egg Power Pink","JML","Foot Care",NA,"1",NA,0.86
"438820","JML Wonderbroom","JML","Wonderbroom",NA,"1",NA,0.86
"440625","JML Mineral Magic Dark Shade","JML","Magic Minerals",NA,NA,NA,0.79
"443306","JML Simply Straight","JML","Simply Straight",NA,"1",NA,0.86
"446877","JML Max Lash 2 Piece Kit","JML","Mascara ","Black","2",NA,0.93
"453440","JML Clever Cutter","JML","Choppers",NA,"1",NA,0.86
"453441","JML Roto Clipper","JML","Electric Nail File And Trimmer",NA,"1",NA,0.86
"453442","JML Regis Copper Stone Pan 20cm","JML","Regis Stone Pan",NA,"1",NA,0.86
"453443","JML Regis Copper Stone Pan 24cm","JML","Regis Stone Pan",NA,"1",NA,0.81
"453444","JML Regis Copper Stone Pan 28cm","JML","Regis Stone Pan",NA,"1",NA,0.86
"454871","JML True Touch Pet Grooming Glove","JML","Grooming Glove",NA,"1",NA,0.81
"454872","JML Simply Straight Gold Delux Hair Straightener","JML","Simply Straight",NA,"1",NA,0.86
