"Article","Web Description","Brand","Type","Coverage","Colour","Washable","Size","Material","DQ Score"
"431139","Wilko Blackout Roller Blind Stone180cm wide x 160cm drop","Wilko","Black Out Roller Blinds",NA,NA,NA,"Width 180cm x Drop 160cm",NA,0.8
