"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"100898","Wilko Wet Foam Bricks Green","Wilko","Wet Foam","Green",NA,"Single",0.93
"168978","Wilko Flower Single Posy Yellow","Wilko","Artificial Bunch",NA,NA,"Single",0.86
"169019","Wilko Flower Posy Multi","Wilko","Artificial Bunch",NA,"1","Single",0.93
"247007","Wilko Flower Bunch Cream and Yellow","Wilko","Artificial Bunch","Cream",NA,"Single",0.93
"258510","Wilko Gerbera Single Stem Flower Red","Wilko","Artificial Single Stem","Red",NA,"Single",0.93
"258532","Wilko Flower Bunch Cream","Wilko","Artificial Bunch","Cream",NA,"Single",0.93
"258535","Wilko Flower Bunch Cream","Wilko","Artificial Bunch","Cream",NA,"Single",0.93
"274735","Wilko Pom Pom Magenta Single Stem","Wilko","Artificial Single Stem","Purple",NA,"Single",0.93
"284919","Wilko Pom Pom Single Stem Flower Red","Wilko","Artificial Single Stem","Red",NA,"Single",0.93
"327588","Wilko Feather Dried Grass Natural Multi-Stem","Wilko","Artificial Grass","Cream","1",NA,0.93
"327612","Wilko Single Stem Dahlia Cream","Wilko","Artificial Single Stem","Cream",NA,"Single",0.93
"327723","Wilko Gypsophilia and Pink Bunch","Wilko","Artificial Bunch","Pink",NA,"Single",0.93
"327726","Wilko Mixed Flower Bunch","Wilko","Artificial Bunch","White",NA,"Single",0.93
"327795","Wilko Pom Pom Flower Orange Single Stem","Wilko","Artificial Single Stem","Orange",NA,"Single",0.93
"341113","Wilko Flower Sunflower Yellow Single Stem","Wilko","Artificial Single Stem","Yellow",NA,"Single",0.93
"427042","Wilko Soft Decorative Sand White","Wilko","Sand",NA,NA,NA,0.79
"427182","Wilko Single Stem Vase Clear","Wilko","Single Stem Vase",NA,NA,NA,0.79
"427183","Wilko Single Stem Vase Red","Wilko","Single Stem Vase",NA,NA,NA,0.79
"427184","Wilko Single Stem Vase Green","Wilko","Single Stem Vase",NA,NA,NA,0.79
"437892","Wilko Twigs Red Glitter","Wilko","Twigs",NA,NA,NA,0.79
"438500","Wilko Poinsettia Cream","Wilko","Poinsettia",NA,"1","22 X 22 X 66CM",0.93
"447210","Wilko Succulent in Ceramic Pot","Wilko","Succulents",NA,"1","12cm",0.93
"447215","Wilko Mini Orchid in Cement Pot","Wilko","Vase with Flower",NA,"1","26cm",0.93
"70121","Wilko Dri-Foam Brick","Wilko","Dri-Foam",NA,NA,"Single",0.86
