"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"181735","Wilko Chrysanthemum Flower Bunch Orange","Wilko","Artificial Bunch","1","Single",1
"247143","Wilko Flower Bunch Lilac and Cream","Wilko","Artificial Bunch","1","Single",1
"258504","Wilko Pom Pom Flower Teal Single Stem","Wilko","Artificial Single Stem","1","Single",1
"258505","Wilko Pom Pom Single Stem Flower Green","Wilko","Artificial Single Stem","1","Single",1
"258507","Wilko Pom Pom Cream Single Stem","Wilko","Artificial Single Stem","1","Single",1
"258533","Wilko Flower Bunch Red","Wilko","Artificial Bunch","1","Single",1
"258541","Wilko Floral Pick Bunch Cream","Wilko","Artificial Bunch","1","Single",1
"258582","Wilko Mixed Flower Bunch Orange","Wilko","Artificial Bunch","1","Single",1
"258585","Wilko Flower Bush Gyposilia Blossom","Wilko","Artificial Bunch","1","Single",1
"258618","Wilko Flower Bunch Pink and Yellow","Wilko","Artificial Bunch","1","Single",1
"267768","Wilko Pom Pom Black Single Stem","Wilko","Artificial Single Stem","1","Single",1
"267769","Wilko Pom Pom White Single Stem","Wilko","Artificial Single Stem","1","Single",1
"274701","Wilko Gebera Single Stem Flower Cream","Wilko","Artificial Single Stem","1","Single",1
"274703","Wilko Peony Single Stem Flower Cream","Wilko","Artificial Single Stem","1","Single",1
"327585","Wilko Feather Dried Grass Grey Multi-Stem","Wilko","Artificial Grass","3pk","3 Pack",1
"327586","Wilko Feather Dried Grass Orange Multi-Stem","Wilko","Artificial Grass","3pk","3 Pack",1
"327587","Wilko Feather Dried Grass Green Multi-Stem","Wilko","Artificial Grass","3pk","3 Pack",1
"327592","Wilko Feather Dried Grass Black Multi-Stem","Wilko","Artificial Grass","1","1 Stem",1
"327596","Wilko Orchid White Single Stem","Wilko","Artificial Single Stem","1","Single",1
"327602","Wilko Single Stem Gerbera Orange","Wilko","Artificial Single Stem","1","Single",1
"327728","Wilko Dahlia Bunch Yellow","Wilko","Artificial Bunch","1","Single",1
"327732","Wilko Tulip Bunch Cream","Wilko","Artificial Bunch","1","Single",1
"327794","Wilko Single Stem Pom Pom Flower Yellow","Wilko","Artificial Single Stem","1","Single",1
"455421","Wilko Glitter Hellebore in Vase Silver","Wilko","Vases","1","16 x 22cm",1
"455422","Wilko Glitter Hellebore in Vase Red","Wilko","Vase with Flower","1","16 x 22cm",1
"455468","Wilko Peony Mix Bush","Wilko","Artificial Bunch","1","24 x 24 x 29cm",1
"455469","Wilko Pom Pom Single Stem Grey","Wilko","Artificial Single Stem","1","15 x 68 x 15.3cm",1
"455470","Wilko Gypsophila Bush Dark Pink","Wilko","Artificial Bunch","1","11 x 11 x 38cm",1
"455471","Wilko Japonica Flower Bunch Red","Wilko","Artificial Bunch","1","20 x 20 x 40cm",1
"455472","Wilko Gerbera Mix Cream","Wilko","Artificial Bunch","1","19 x 19 x 25cm",1
"455474","Wilko Orchid and Lily Bright Mix","Wilko","Artificial Bunch","1","22 x 22 x 45cm",1
"455475","Wilko Carnation and Freesia Bright Mix","Wilko","Artificial Flower Bunch","1","20 x 20 x 47cm",1
"455476","Wilko Carnation and Rose Mix Light Pink","Wilko","Artificial Bunch","1","15 x 15 x 38cm",1
"455477","Wilko Red Gerbera Bunch","Wilko","Artificial Bunch","1","19 x 19 x 25cm",1
"455478","Wilko Dahlia Bush Red","Wilko","Artificial Bunch","1","20 x 20 x 40cm",1
"455479","Wilko Rose Single Stem Cream","Wilko","Artificial Single Stem","1","12 x 12 x 59cm",1
"455480","Wilko Dahlia Bush Cream","Wilko","Artificial Bunch","1","20 x 20 x 40cm",1
"455481","Wilko Gerbera Single Stem Grey","Wilko","Artificial Single Stem","1","18 x 18 x 64cm",1
"455482","Wilko Sunflower Mix Bush","Wilko","Artificial Bunch","1","23 x 23 x 35cm",1
"455483","Wilko Gerbera Single Stem Taupe","Wilko","Artificial Single Stem","1","18 x 18 x 64cm",1
"455484","Wilko Hydrangea Single Stem Cream","Wilko","Artificial Bunch","1","15 x 15 x 70cm",1
"455485","Wilko Gerbera Single Stem Magenta","Wilko","Artificial Single Stem","1","18 x 18 x 64cm",1
"455486","Wilko Blossom Single Stem Cream","Wilko","Artificial Bunch","1","18 x 18 x 86cm",1
"455487","Wilko Blossom Single Stem Red","Wilko","Artificial Bunch","1","18 x 18 x 86cm",1
"455488","Wilko Pom Pom Single Stem Taupe","Wilko","Artificial Single Stem","1","15 x 15 x 68cm",1
"455489","Wilko Orchid Single Stem Dusky Pink","Wilko","Artificial Bunch","1","15 x 15 x 67cm",1
"455490","Wilko Gerbera Single Stem Dusky Pink","Wilko","Artificial Single Stem","1","18 x 18 x 64cm",1
"455491","Wilko Pom Pom Single Stem Dusky Pink","Wilko","Artificial Single Stem","1","15 x 15 x 68cm",1
"455492","Wilko Peony Bunch Cream","Wilko","Artificial Bunch","1","24 x 24 x 29cm",1
"455493","Wilko Rose Bunch Cream and Pink","Wilko","Artificial Bunch","1","20 x 20 x 28cm",1
"455494","Wilko Single Stem Poppy Red","Wilko","Artificial Stem","1","18 x 13 x 70cm",1
"455495","Wilko Rose Single Stem Red","Wilko","Artificial Single Stem","1","12 x 12 x 59cm",1
"70122","Wilko Round Dri-Foam Brick 4pk","Wilko","Dri-Foam","4pk","Single",1
