"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"248796","Bob Martin Spot On Dewormer 2 x 20mg","Bob Martin","Flea and Worming Control","2","20mg",1
"428891","Bob Martin Clear Home Flea and Tick Spray 300ml","Bob Martin","Flea and Worming Control","1","300ml",1
"453915","Bob Martin Clear 3 in 1 Dewormer Dogs - 2 Tablets","Bob Martin","Flea and Worming Control","1","2pk",1
"453916","Bob Martin Clear 3 in 1 Dewormer Dogs - 4 Tablets","Bob Martin","Flea and Worming Control","1","4pk",1
"453917","Bob Martin Clear 2 in 1 Dewormer Cats - 2 Tablets","Bob Martin","Flea and Worming Control","1","BM Clear 2 in 1 Dewormer Cats x 2 tabs",1
"439409","Wilko Flea Shampoo","Wilko","Shampoo and Conditioner","1","250ml",1
"453815","Wilko Fipronil Cat Spot On 3 Tube","Wilko","Flea and Worming Control","1","2cm x 8.5cm x 14cm",1
"453816","Wilko Fipronil Small Dog Spot On 3 Tube","Wilko","Flea and Worming Control","1","3pk",1
"453817","Wilko Medium Dog Spot On 3pk","Wilko","Flea and Worming Control","1","3pk",1
"453818","Wilko Large Dog Spot On 3pk","Wilko","Flea and Worming Control","1","3pk",1
"453819","Wilko Cat Spot On Flea Repellent 2 Tubes","Wilko","Flea and Worming Control","1","2pk",1
"453820","Wilko Dog Spot On Flea Repellent 2 Tubes","Wilko","Flea and Worming Control","1","2pk",1
"454956","Wilko Insecticidal Dog Flea Shampoo 250ml","Wilko","Shampoo and Conditioner","1","250ml",1
"80416","Wilko Cat Flea Collar Felt","Wilko","Flea Collar","1","From 3 Months",1
"94398","Wilko Cat Flea Collar Glitter Felt","Wilko","Flea Collar","1","From 3 Months",1
