"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"336306","Sally Hansen Maximum Growth","Sally Hansen","Nail Care",NA,NA,"13.3ml",0.86
"336307","Sally Hansen Maximum Strengthener","Sally Hansen","Nail Care",NA,NA,"13.3ml",0.86
"336309","Sally Hansen Hard As Nails Natural","Sally Hansen","Nail Polish","Cream",NA,"13.3ml",0.93
"336310","Sally Hansen Hard As Nails Wrap","Sally Hansen","Nail Care",NA,NA,"13.3ml",0.86
"336311","Sally Hansen Diamond Strength","Sally Hansen","Nail Polish",NA,NA,"13.3ml",0.86
"336312","Sally Hansen Nail Growth Miracle","Sally Hansen","Nail Care",NA,NA,"13.3ml",0.86
"336314","Sally Hansen No Chip Top Coat","Sally Hansen","Nail Polish",NA,NA,"13.3ml",0.86
"336318","Sally Hansen Vitamin E Oil","Sally Hansen","Nail Care",NA,NA,"13.3ml",0.86
"336658","Sally Hansen Nail Polish Remover Regular","Sally Hansen","Nail Polish Remover",NA,"1","200ml",0.93
"336659","Sally Hansen Acetone Free Nail Polish Remover","Sally Hansen","Nail Polish Remover",NA,NA,"200ml",0.86
"336660","Sally Hansen Nail Polish Remover Strengthen200ml","Sally Hansen","Nail Polish Remover",NA,"1","200ml",0.93
"336661","Sally Hansen Nail Polish Remover Moisturising","Sally Hansen","Nail Polish Remover",NA,NA,"200ml",0.86
"351548","Sally Hansen Rehab Strengthen","Sally Hansen","Nail Care",NA,"1",NA,0.86
"351550","Sally Hansen Diamond Flash Top Coat","Sally Hansen","Nail Polish",NA,"1",NA,0.86
"445082","Sally Hansen Complete Salon Manicure Clear'd ForTakeoff","Sally Hansen","Nail Polish",NA,"1","14.7ml",0.93
"445084","Sally Hansen Complete Salon Manicure Pink Slip","Sally Hansen","Nail Polish",NA,"1","14.7ml",0.93
"445085","Sally Hansen Complete Salon Manicure Arm Candy","Sally Hansen","Nail Polish",NA,"1","14.7ml",0.93
"445086","Sally Hansen Complete Salon Manicure Luna Pearl","Sally Hansen","Nail Polish",NA,"1","14.7ml",0.93
"445087","Sally Hansen Complete Salon Manicure Shell WeDance","Sally Hansen","Nail Polish",NA,"1","14.7ml",0.93
