"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"406645","Peckish Wild Bird Complete Seed 2kg","Peckish","Seed Mix","1","2kg",1
"406648","Peckish Wild Bird Winter Warmer Seed Mix 1.7kg","Peckish","Seed Mix","1","1.7kg",1
"427660","Peckish Wild Bird Complete Easy Feeder 400g","Peckish","Seed Feeder","1","400g",1
"336192","Supa Wild Bird Seed Feeder 30in","Supa","Seed Feeder","1","80cm",1
"209876","Wilko Wild Bird Sunflower Hearts 1kg","Wilko","Sunflower Hearts","1","1kg",1
"261287","Wilko Wild Bird Robin Seed 900g","Wilko","Seed Mix","1","900g",1
"282964","Wilko Wild Bird Niger Seed 1kg","Wilko","Niger Seeds","1","1kg",1
"303756","Wilko Wild Bird Finch Special Mix Seed 900g","Wilko","Seed Mix","1","900g",1
"303757","Wilko Wild Bird Special Mix Seed for Small Birds900g","Wilko","Seed Mix","1","900g",1
"303762","Wilko Wild Bird Blue Tit Seed 900g","Wilko","Seed Mix","1","900g",1
"303763","Wilko Wild Bird Blackbird and Thrush Seed 900g","Wilko","Seed Mix","1","900g",1
"303767","Wilko Wild Bird Ground and Table Mixed Seed 900g","Wilko","Seed Mix","1","900g",1
"412098","Wilko Wild Bird No Mess Mix Seed 1kg","Wilko","Seed Mix","1","1kg",1
"442210","Wilko Metal Niger Seed Feeder","Wilko","Seed Feeder","1","14cm x 14cm x 30.8cm",1
"443544","Wilko Wild Bird Robin Seed 2kg","Wilko","Seed","1","2kg",1
"443545","Wilko Wild Bird No Mess Seed 2kg","Wilko","Seed","1","2kg",1
"450340","Wilko 2in1 Wild Bird Flower Stake Feeder","Wilko","Seed Feeder","1","14cm x 14cm x 75cm",1
"450501","Wilko Wild Bird Seed/Niger Easy Feeder","Wilko","Seed Feeder","1","30.2cm",1
"81426","Wilko Wild Bird Seed 2kg","Wilko","Seed Mix","1","2kg",1
