"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"352822","Always Discreet Liners Plus 20pk","Always","Incontinence","1",NA,0.9125
"352824","Always Discreet Normal 12pk","Always","Incontinence","12",NA,0.9125
"352826","Always Discreet Long 10pk","Always","Incontinence","10",NA,0.9125
"352831","Always Discreet Pants Med 12pk","Always","Incontinence","12",NA,0.9125
"352832","Always Discreet Pants Large 10pk","Always","Incontinence","10",NA,0.9125
"441181","Always Discreet Long Plus Pads 8pk","Always","Incontinence",NA,NA,0.825
"165343","TENA Lady Normal 12pk","Tena","Incontinence","12pk",NA,0.9125
"194199","TENA Lady Extra 10pk","Tena","Incontinence","10pk",NA,0.9125
"226914","TENA Lady Extra Plus 8pk","Tena","Incontinence","8pk",NA,0.9125
"243209","TENA Lady Discreet Mini 20pk","Tena","Incontinence","20",NA,0.9125
"253704","TENA Men Absorbent Protector Level 2 10pk","Tena","Incontinence","10pk",NA,0.9125
"268846","TENA Lady Normal Duo Pack 24pk","Tena","Incontinence","24pk",NA,0.9125
"268847","TENA Lady Extra Duo Pack 20pk","Tena","Incontinence","20",NA,0.9125
"272953","TENA Lady Maxi Night 6pk","Tena","Incontinence","1",NA,0.9125
"285566","TENA Lady Normal Aloe Vera 12pk","Tena","Incontinence","4pk",NA,0.9125
"305114","Lights By TENA Liners Single Wrap 22pk","Tena","Incontinence","22pk",NA,0.9125
"305118","Lights By TENA Light Liners 28pk","Tena","Incontinence","28pk",NA,0.9125
"305120","Lights By TENA Liners 24pk","Tena","Incontinence","24pk",NA,0.9125
"332585","Lights By TENA Liners Duo Pack 48pk","Tena","Incontinence","48pk",NA,0.9125
"351917","TENA Pants Super Medium 12pk","Tena","Incontinence","12",NA,0.9125
"351918","TENA Pants Plus Medium 9pk","Tena","Incontinence","9",NA,0.9125
"351919","TENA Pants Super Large 12pk","Tena","Incontinence","12",NA,0.9125
"352122","Lights By TENA Long Liners 20pk","Tena","Incontinence","20",NA,0.9125
"418192","TENA Pants Plus Extra Large 12pk","Tena","Incontinence","12",NA,0.9125
"418193","TENA Pants Plus Large 8pk","Tena","Incontinence","1",NA,0.9125
"418196","TENA Men Protective Underwear Level 4 8pk","Tena","Incontinence","1",NA,0.9125
"441960","TENA Lady Discreet Pants Large 10pk","Tena","Incontinence",NA,NA,0.825
"441961","TENA Lady Discreet Pants Medium 12pk","Tena","Incontinence",NA,NA,0.825
"281373","Wilko Discreet Fit Pants Medium 80-110cm 12pk","Wilko","Incontinence","12",NA,0.9125
"281374","Wilko Discreet Fit Pants Large 100-135cm 10pk","Wilko","Incontinence","10",NA,0.9125
"347519","Wilko Discreet Pads Extra Plus 8pk","Wilko","Incontinence","8",NA,0.9125
