"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"304511","Bazuka Treatment Gel 6g","Bazuka","Gels and Creams","1",NA,0.9125
"293625","Canesten Athletes Foot Dual Action 30g","Canesten","Gels and Creams","1",NA,0.9125
"74127","Carnation Corn 5pk","Carnation","Plasters, Dressings and Pads","5pk",NA,0.9125
"304074","Compeed Corn Plasters Medium 10pk","Compeed","Plasters, Dressings and Pads","1",NA,0.9125
"126585","Combe Odoreaters Super Tuff 2pk","Odour-Eaters","Insoles and Cushions","1",NA,0.8625
"101221","Scholl Footcare Corn Cushions x9","Scholl","Insoles and Cushions","1",NA,0.9125
"101225","Scholl Footcare Corn Removal Plasters","Scholl","Pens and Removal Systems","1",NA,0.9125
"101267","Scholl Footcare Pressure Point Foam Padding","Scholl","Insoles and Cushions","1",NA,0.9125
"209922","Scholl Footcare Comfort Insoles 1 pair","Scholl","Insoles and Cushions","1",NA,0.9125
"216744","Scholl Party Feet Resuable Gel Cushion 1 Pair","Scholl","Insoles and Cushions","1",NA,0.9125
"248777","Scholl Footcare Gel Insoles 1 Pair","Scholl","Insoles and Cushions","1",NA,0.9125
"254427","Scholl Footcare Verruca Removal System Medicated","Scholl","Pens and Removal Systems","1",NA,0.9125
"318684","Scholl Footcare Hard Skin Cream 60ml","Scholl","Gels and Creams","1",NA,0.9125
"319141","Scholl Footcare Dry Skin Recovery Cream 60ml","Scholl","Gels and Creams","1",NA,0.9125
"332830","Scholl Footcare Cracked Heel Repair Cream  60ml","Scholl","Gels and Creams",NA,"60ml",0.9125
"332834","Scholl Footcare For Dry Feet Anti-Perspirant 150ml","Scholl","Sprays and Powders",NA,"150ml",0.9125
"350996","Scholl Footcare Velvet Pedi","Scholl","Pens and Removal Systems","1",NA,0.9125
"412398","Scholl Gel Activ Everyday Women Insole","Scholl","Insoles and Cushions","1",NA,0.9125
"412399","Scholl Gel Activ Everyday Men Insole","Scholl","Insoles and Cushions","1",NA,0.9125
"430559","Scholl Gelactiv Flat Shoe","Scholl","Gel Insoles","1pk",NA,0.9125
"430560","Scholl Gelactiv Everyday","Scholl","Gel Insoles","1pk",NA,0.9125
"430561","Scholl Gel Activ Extreme Heel","Scholl","Gel Insoles","1pk",NA,0.9125
"430563","Scholl Nail Gadget","Scholl","Nail Care","1pk",NA,0.9125
"453090","Scholl Velvet Smooth Regular Coarse Pedi Refill2pk","Scholl","Refill","48",NA,0.9125
"347899","Wilko Party Feet  Heel Cushions 1 Pair","Wilko","Insoles and Cushions","1",NA,0.9125
"347900","Wilko Party Feet  Heel Shields 1 Pair","Wilko","Insoles and Cushions","1",NA,0.9125
"348468","Corn Removal Plasters 6pk","Wilko","Pens and Removal Systems","1",NA,0.8625
"348474","Wilko Foam Corn Protectors 9pk","Wilko","Insoles and Cushions","1",NA,0.9125
"348497","Wilko Dancing Feet 1pk","Wilko","Insoles and Cushions","1",NA,0.9125
"348498","Wilko Gel Toe Protector 1pk","Wilko","Insoles and Cushions","1",NA,0.9125
"348499","Wilko Gel Bunion Protector 1pk","Wilko","Insoles and Cushions","1",NA,0.9125
"348500","Wilko Gel Heel Cushion 1pk","Wilko","Insoles and Cushions","2",NA,0.9125
