"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"411909","Air Wick Reed Diffuser Crisp Linen and Lilac 25ml","Air Wick","Branded Reed Diffusers","1","25ml",1
"429201","Air Wick Home Signature Reed Diffuser Water Irisand Night Orchid 100ml","Air Wick","Branded Reed Diffusers","1","100ml",1
"429202","Air Wick Home Signature Reed Luscious Fruitand Exotic Wood 100ml","Air Wick","Branded Reed Diffusers","1","50ml",1
"429214","Air Wick Reed Diffusers White Vanilla Bean 25ml","Air Wick","Branded Reed Diffusers","1","50ml",1
"429215","Air Wick Reed Diffuser Pink Sweet Pea 25ml","Air Wick","Branded Reed Diffusers","1","50ml",1
"430999","Air Wick Reed Diffuser Purple Blackberry Fig 25ml","Air Wick","Branded Reed Diffusers","1","25ml",1
"443581","Air Wick Reed Diffuser Ginger and Mandarin 25ml","Air Wick","Branded Reed Diffusers","1","25ml",1
"437266","Wax Lyrical Reed Diffuser Mediterranean Orange 100","Wax Lyrical","Reed Diffusers","1","100ml",1
"437267","Wax Lyrical Reed Diffuser Mediterranean Orange 50m","Wax Lyrical","Reed Diffusers","1","50ml",1
"437270","Wax Lyrical Reed Diffuser Red Cherry 100ml","Wax Lyrical","Reed Diffusers","1","100ml",1
"437271","Wax Lyrical Reed Diffuser Red Cherry 50ml","Wax Lyrical","Reed Diffusers","1","50ml",1
"437274","Wax Lyrical Reed Diffuser Fresh Linen 100ml","Wax Lyrical","Reed Diffusers","1","100ml",1
"437275","Wax Lyrical Reed Diffuser Fresh Linen 50ml","Wax Lyrical","Reed Diffusers","1","50ml",1
"455624","Wax Lyrical Vanilla Diffuser 50ml","Wax Lyrical","Reed Diffusers","1","4.3CM X 5.5CM X 15.2CM",1
"341145","Wilko Reed Diffuser Tropical Passion Fruit andBlueberry 70ml","Wilko","Reed Diffusers","1","70ml",1
"455621","Wilko Candle and Diffuser Gift Set Red CinnamonSpice","Wilko","Reed Diffusers","1","11.5 x 22.5 x 6cm",1
"455622","Wilko Candle and Diffuser Gift Set SilverSparkling Winter","Wilko","Reed Diffusers","1","11.5 x 22.5 x 6cm",1
